,time,open,high,low,close,vol,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2022-12-19 00:00:00,1.2159,1.21609,1.21538,1.21549,734,0,GBPUSD,0,0,51,12,2022,19,5.228976878345604e-05,1.2168326246854513,1.2153393753145492,45.615135595837124,12.227390580137246,1.215759,1.2162521666666668
1,2022-12-19 00:05:00,1.21548,1.21652,1.21544,1.21618,1179,0,GBPUSD,5,0,51,12,2022,19,4.358207602525468e-05,1.216824249138352,1.2154077508616479,49.50727703192355,12.25665758484027,1.2157666666666669,1.2162365
2,2022-12-19 00:10:00,1.21621,1.21651,1.21618,1.21635,538,0,GBPUSD,10,0,51,12,2022,19,4.134449973347458e-05,1.2168213174522995,1.2154886825477007,50.41178444678835,12.284949022719859,1.2157923333333334,1.2162133333333334
3,2022-12-19 00:15:00,1.21637,1.21675,1.21621,1.21671,619,0,GBPUSD,15,0,51,12,2022,19,4.8928921808010576e-05,1.21687506036579,1.2155399396342097,52.28428357676808,12.162795242959302,1.2158453333333334,1.216201
4,2022-12-19 00:20:00,1.21672,1.2171,1.21634,1.21686,735,0,GBPUSD,20,0,51,12,2022,19,6.45536377200789e-05,1.2169689728076234,1.2155120271923767,53.048479680146144,11.843963330366712,1.2159,1.2161978333333332
5,2022-12-19 00:25:00,1.21685,1.21742,1.21685,1.21715,499,0,GBPUSD,25,0,51,12,2022,19,8.88784304450154e-05,1.2171223126998283,1.215471687300172,54.50571669282811,11.548599589040977,1.2160233333333332,1.2161955
6,2022-12-19 00:30:00,1.21714,1.21737,1.2171,1.21724,493,0,GBPUSD,30,0,51,12,2022,19,0.00011861444245292604,1.2172674763270548,1.2154605236729452,54.95456448413677,11.263081305759432,1.2161079999999997,1.216201
7,2022-12-19 00:35:00,1.21724,1.21769,1.2172,1.21753,761,0,GBPUSD,35,0,51,12,2022,19,0.00015453972530799065,1.2174599944293738,1.2154310055706263,56.38879544091086,11.177779679985818,1.2161966666666666,1.2162146666666667
8,2022-12-19 00:40:00,1.21755,1.21799,1.21751,1.21763,457,0,GBPUSD,40,0,51,12,2022,19,0.0001937042748342509,1.217651349081616,1.215391650918384,56.87855939918386,11.260169020180811,1.216272,1.2162296666666665
9,2022-12-19 00:45:00,1.21764,1.21786,1.2174,1.21759,492,0,GBPUSD,45,0,51,12,2022,19,0.0002317663956895996,1.2177989705953949,1.215345029404605,56.61546773517478,11.263002189894289,1.216351,1.2162385
10,2022-12-19 00:50:00,1.21761,1.21784,1.2174,1.21743,980,0,GBPUSD,50,0,51,12,2022,19,0.00026406130729171796,1.2178981696163813,1.2153858303836187,55.55219909904925,11.265740920617318,1.216413,1.2162480000000002
11,2022-12-19 00:55:00,1.21746,1.21788,1.21741,1.21785,450,0,GBPUSD,55,0,51,12,2022,19,0.000297147496799734,1.218066145306381,1.2153308546936192,57.708992281509516,11.290646739698952,1.2164886666666668,1.2162680000000001
12,2022-12-19 01:00:00,1.21785,1.218,1.21759,1.21798,533,0,GBPUSD,0,1,51,12,2022,19,0.0003303920260653484,1.2182405250024015,1.2152744749975983,58.35602716686234,11.38162318351688,1.216569,1.2162913333333334
13,2022-12-19 01:05:00,1.21803,1.21813,1.21756,1.21799,872,0,GBPUSD,5,1,51,12,2022,19,0.00036139958036611057,1.2184067795225826,1.215271220477417,58.406665954717525,11.539773115572977,1.2166466666666667,1.216313
14,2022-12-19 01:10:00,1.21801,1.21846,1.21787,1.21814,703,0,GBPUSD,10,1,51,12,2022,19,0.00039094903450814474,1.218580330412998,1.215278669587002,59.176950364133425,11.861734391106712,1.2167113333333333,1.2163315
15,2022-12-19 01:15:00,1.21814,1.21822,1.21788,1.21789,244,0,GBPUSD,15,1,51,12,2022,19,0.0004131558925854126,1.2186888432217342,1.215317156778266,57.34589402141438,12.172963624122659,1.2167736666666669,1.2163401666666667
16,2022-12-19 01:20:00,1.21789,1.218,1.21769,1.21794,870,0,GBPUSD,20,1,51,12,2022,19,0.000429452488449227,1.2187832639911953,1.2153927360088046,57.617220274327906,12.33047234619321,1.2168416666666666,1.2163511666666666
17,2022-12-19 01:25:00,1.21795,1.21812,1.21777,1.21778,724,0,GBPUSD,25,1,51,12,2022,19,0.00043765883633120443,1.2188177841513799,1.21553621584862,56.428974264503516,12.545575312330199,1.2169043333333331,1.216354
18,2022-12-19 01:30:00,1.21777,1.219,1.21776,1.21882,777,0,GBPUSD,30,1,51,12,2022,19,0.0004559592627712869,1.2190057659357219,1.2156392340642779,61.73524723516368,13.138644480213937,1.2169946666666667,1.2163760000000001
19,2022-12-19 01:35:00,1.21881,1.21891,1.21845,1.21854,573,0,GBPUSD,35,1,51,12,2022,19,0.0004741206636446094,1.2190811785661977,1.2158278214338025,59.70996041861575,13.711944675834884,1.21706,1.2163973333333333
20,2022-12-19 01:40:00,1.21854,1.21909,1.21843,1.21904,496,0,GBPUSD,40,1,51,12,2022,19,0.0004981394664220345,1.2191253762524576,1.216138623747542,62.012111035642526,14.337110278760504,1.2171603333333334,1.2164246666666665
21,2022-12-19 01:45:00,1.21902,1.2192,1.21872,1.21895,222,0,GBPUSD,45,1,51,12,2022,19,0.0005219992118622785,1.2192096880019943,1.2163313119980055,61.35926324622652,14.985501326369766,1.2172346666666667,1.216451666666667
22,2022-12-19 01:50:00,1.21895,1.21917,1.21873,1.21912,264,0,GBPUSD,50,1,51,12,2022,19,0.0005460310048815575,1.219305098322516,1.2165129016774838,62.13813700174613,15.612279339058718,1.217312,1.2164823333333332
23,2022-12-19 01:55:00,1.21913,1.21966,1.21909,1.21964,110,0,GBPUSD,55,1,51,12,2022,19,0.0005759626288750166,1.2195343114003165,1.2165766885996834,64.40825598419416,16.403428715846402,1.2174213333333332,1.2165403333333333
24,2022-12-19 02:00:00,1.21964,1.22019,1.21936,1.21984,362,0,GBPUSD,0,2,51,12,2022,19,0.0006099012352893418,1.2197738709768453,1.2166351290231545,65.23754700679547,17.337067543069743,1.2175383333333334,1.2166083333333333
25,2022-12-19 02:05:00,1.21983,1.21999,1.219,1.21928,714,0,GBPUSD,5,2,51,12,2022,19,0.0006342476616077582,1.2198681079805078,1.216753892019492,61.11303266044659,17.983825307458186,1.2176336666666667,1.2166725
26,2022-12-19 02:10:00,1.21929,1.21939,1.21885,1.21903,667,0,GBPUSD,10,2,51,12,2022,19,0.0006458714326707963,1.219903233999577,1.216897766000423,59.37928690040265,18.50885369580117,1.2177266666666668,1.2167355
27,2022-12-19 02:15:00,1.21905,1.21918,1.21873,1.21886,610,0,GBPUSD,15,2,51,12,2022,19,0.000644727230258359,1.2199245697147931,1.2170094302852068,58.217471614830856,18.936893386565753,1.2178220000000002,1.2167948333333336
28,2022-12-19 02:20:00,1.21887,1.21936,1.21868,1.21934,334,0,GBPUSD,20,2,51,12,2022,19,0.0006418289462948593,1.2200039439270876,1.2171010560729123,60.47626083096311,19.411101258202,1.2179363333333333,1.2168533333333331
29,2022-12-19 02:25:00,1.21935,1.21978,1.21925,1.21945,203,0,GBPUSD,25,2,51,12,2022,19,0.0006382752985896859,1.220075472027626,1.2172155279723742,60.976391081769656,20.001617771135074,1.2180546666666667,1.2169108333333334
30,2022-12-19 02:30:00,1.21947,1.21954,1.2191,1.21919,279,0,GBPUSD,30,2,51,12,2022,19,0.0006288942630091035,1.2200615024571158,1.2174054975428845,59.14636582268239,20.472910041445424,1.2181779999999998,1.2169685000000001
31,2022-12-19 02:35:00,1.2192,1.21921,1.21862,1.21871,576,0,GBPUSD,35,2,51,12,2022,19,0.000607261006094227,1.2200380825482715,1.2175149174517284,55.94002859453284,20.619406206167127,1.2182623333333331,1.2170145
