,time,open,high,low,close,vol,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2023-03-27 00:00:00,1.22443,1.22445,1.22344,1.22353,1439,0,GBPUSD,0,0,13,3,2023,27,0.00028437766640947414,1.2249598031994287,1.223778196800571,49.265689916378925,11.035393910436172,1.224042,1.2234603333333334
1,2023-03-27 00:05:00,1.22353,1.22393,1.22351,1.22372,1302,0,GBPUSD,5,0,13,3,2023,27,0.00024695964770428327,1.2250000616141106,1.2236879383858892,50.94192937447188,10.940874074980533,1.2240626666666665,1.2234768333333332
2,2023-03-27 00:10:00,1.2237,1.2237,1.22334,1.22346,1055,0,GBPUSD,10,0,13,3,2023,27,0.00020445601415573992,1.2250706713596484,1.2235393286403515,48.66577883175576,10.967231034476283,1.224072,1.2234901666666669
3,2023-03-27 00:15:00,1.22346,1.22366,1.22346,1.22358,536,0,GBPUSD,15,0,13,3,2023,27,0.00016244145975376106,1.225105806854779,1.223445193145221,49.73802933899955,10.992709428655505,1.2240816666666667,1.2234996666666667
4,2023-03-27 00:20:00,1.22361,1.22367,1.22325,1.22337,919,0,GBPUSD,20,0,13,3,2023,27,0.00011921525875752042,1.225153745236832,1.223306254763168,47.925772648789355,11.160740048332897,1.2240866666666668,1.2235038333333335
5,2023-03-27 00:25:00,1.22335,1.22363,1.22322,1.22322,1506,0,GBPUSD,25,0,13,3,2023,27,7.483073195100264e-05,1.2251881671686777,1.2231478328313226,46.669287022559494,11.342700613177872,1.2240846666666667,1.2235038333333332
6,2023-03-27 00:30:00,1.22322,1.22346,1.22308,1.22345,680,0,GBPUSD,30,0,13,3,2023,27,3.554586049896836e-05,1.2251848467521034,1.2230581532478968,48.79855561384768,11.61339524595421,1.224101,1.2235148333333334
7,2023-03-27 00:35:00,1.22344,1.22378,1.22342,1.22361,1178,0,GBPUSD,35,0,13,3,2023,27,3.988422449502145e-06,1.2251614834394373,1.223003516560563,50.22859616261582,11.569309205158307,1.2241053333333334,1.2235295000000002
8,2023-03-27 00:40:00,1.22363,1.22376,1.22356,1.22372,949,0,GBPUSD,40,0,13,3,2023,27,-1.932542166624992e-05,1.225134950141885,1.2229680498581152,51.197989023671376,11.5266926990556,1.224107,1.2235444999999998
9,2023-03-27 00:45:00,1.22373,1.22387,1.22362,1.22363,685,0,GBPUSD,45,0,13,3,2023,27,-3.7642041467283054e-05,1.2251083651516166,1.2229256348483837,50.36767022502602,11.382054209530732,1.2241046666666666,1.2235591666666668
10,2023-03-27 00:50:00,1.22364,1.22373,1.2235,1.22357,312,0,GBPUSD,50,0,13,3,2023,27,-5.273778153398836e-05,1.2250290719830825,1.2228969280169173,49.810554595263135,11.340204878663192,1.2240903333333335,1.2235743333333333
11,2023-03-27 00:55:00,1.22357,1.22365,1.22303,1.22304,673,0,GBPUSD,55,0,13,3,2023,27,-7.335903332715907e-05,1.2249826434084286,1.2227873565915717,45.23813527875708,11.62957394647203,1.224051,1.2235821666666666
12,2023-03-27 01:00:00,1.22303,1.22363,1.22301,1.22353,522,0,GBPUSD,0,1,13,3,2023,27,-8.837770483593194e-05,1.2248732316449522,1.2227837683550478,49.65790297303845,11.921631445590103,1.2240273333333331,1.2235973333333334
13,2023-03-27 01:05:00,1.2235,1.22362,1.22309,1.22341,1834,0,GBPUSD,5,1,13,3,2023,27,-0.00010081058323305088,1.224753799184749,1.222780200815251,48.66289271195704,12.203953694737574,1.2240019999999998,1.2236045
14,2023-03-27 01:10:00,1.22341,1.22363,1.22331,1.22362,1113,0,GBPUSD,10,1,13,3,2023,27,-0.00010739078951147368,1.2245411480404036,1.2228668519595962,50.45993006622438,12.467300586428959,1.22398,1.2236128333333334
15,2023-03-27 01:15:00,1.22362,1.22385,1.22351,1.22374,503,0,GBPUSD,15,1,13,3,2023,27,-0.00010779841375787956,1.2243914583422877,1.222932541657712,51.464251317389895,12.51801645328669,1.223956,1.2236235
16,2023-03-27 01:20:00,1.22374,1.22385,1.22358,1.22371,1199,0,GBPUSD,20,1,13,3,2023,27,-0.00010454875292109501,1.2242374668364862,1.2230075331635135,51.195831913815304,12.567041791249162,1.2239336666666667,1.223635
17,2023-03-27 01:25:00,1.22372,1.22397,1.22366,1.22393,568,0,GBPUSD,25,1,13,3,2023,27,-9.542886997251251e-05,1.2241861944111605,1.2230338055888397,53.05336846170094,12.506380347795776,1.2239183333333334,1.2236531666666666
18,2023-03-27 01:30:00,1.22394,1.22396,1.22337,1.22337,784,0,GBPUSD,30,1,13,3,2023,27,-9.182469609993492e-05,1.2241488130987095,1.2230161869012905,48.22054257509947,12.641171875891875,1.223886,1.2236628333333333
19,2023-03-27 01:35:00,1.22338,1.2234,1.22301,1.22314,1718,0,GBPUSD,35,1,13,3,2023,27,-9.532682718204306e-05,1.2239526345823095,1.223082365417691,46.42377578631191,12.98376526805741,1.2238466666666665,1.2236660000000001
20,2023-03-27 01:40:00,1.22316,1.22361,1.22299,1.22344,1582,0,GBPUSD,40,1,13,3,2023,27,-9.809587113135815e-05,1.2239494497915124,1.2230765502084877,48.9885208973807,13.138349841111497,1.2238063333333333,1.223674333333333
21,2023-03-27 01:45:00,1.22344,1.22353,1.22303,1.22319,1657,0,GBPUSD,45,1,13,3,2023,27,-0.0001040252960641952,1.2239342440522245,1.2230387559477758,47.046982895279434,13.28778159506378,1.2237593333333332,1.223681
22,2023-03-27 01:50:00,1.22318,1.22367,1.22314,1.22351,1323,0,GBPUSD,50,1,13,3,2023,27,-0.00010628224852055102,1.223936679395958,1.223041320604042,49.6873365637452,13.320245299822798,1.223721,1.2236906666666667
23,2023-03-27 01:55:00,1.2235,1.22366,1.22331,1.2236,1106,0,GBPUSD,55,1,13,3,2023,27,-0.00010444091702006589,1.2239386236254979,1.223041376374502,50.40680095654708,13.351626881089848,1.2236863333333332,1.2237043333333333
24,2023-03-27 02:00:00,1.2236,1.22409,1.22358,1.22396,863,0,GBPUSD,0,2,13,3,2023,27,-9.41457544526439e-05,1.2240104914775607,1.2230285085224395,53.1773824763501,13.062413686650556,1.2236556666666665,1.2237238333333333
25,2023-03-27 02:05:00,1.22393,1.22417,1.22389,1.22396,532,0,GBPUSD,5,2,13,3,2023,27,-7.887700656595898e-05,1.2240637225707696,1.2230492774292303,53.1773824763501,12.727004214707849,1.2236350000000003,1.2237431666666667
