,time,open,high,low,close,vol,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2023-10-09 00:00:00,1.22191,1.22242,1.22184,1.22213,608,0,GBPUSD,0,0,41,10,2023,9,8.758713126401321e-05,1.2223696981287582,1.2205883018712418,52.42343978496417,15.015455577201617,1.22107,1.2220786666666668
1,2023-10-09 00:05:00,1.22212,1.22216,1.22176,1.22176,395,0,GBPUSD,5,0,41,10,2023,9,0.00010650863604865193,1.2223346630216934,1.2207383369783067,49.65484140601919,14.733747766864186,1.221132,1.2220323333333336
2,2023-10-09 00:10:00,1.22177,1.22187,1.22123,1.22126,481,0,GBPUSD,10,0,41,10,2023,9,0.00011109593372754722,1.2223145485938427,1.220788451406157,46.2409278268569,14.342473187695177,1.2211766666666668,1.2219790000000001
3,2023-10-09 00:15:00,1.22127,1.22177,1.22127,1.22164,642,0,GBPUSD,15,0,41,10,2023,9,0.00011226782232514214,1.2223158833469467,1.2208361166530532,48.997800320370644,13.964241094498469,1.221229,1.2219323333333334
4,2023-10-09 00:20:00,1.22164,1.22201,1.22157,1.22191,291,0,GBPUSD,20,0,41,10,2023,9,0.0001152893775725174,1.222312711688925,1.220937288311075,50.85042771988216,13.53454087058501,1.2212903333333331,1.2218853333333333
5,2023-10-09 00:25:00,1.22192,1.22216,1.2216,1.22175,718,0,GBPUSD,25,0,41,10,2023,9,0.00011649639875816857,1.222272192603339,1.2210598073966612,49.74276242012071,13.198216522856907,1.2213463333333332,1.221834
6,2023-10-09 00:30:00,1.22175,1.22183,1.22149,1.22161,391,0,GBPUSD,30,0,41,10,2023,9,0.00011400369401105208,1.2222608398965331,1.221105160103467,48.780938873346535,12.807240714259802,1.2213840000000002,1.2217821666666668
7,2023-10-09 00:35:00,1.22161,1.2218,1.22154,1.22174,207,0,GBPUSD,35,0,41,10,2023,9,0.00011113698102157062,1.2222443562500276,1.2211736437499727,49.71493081808606,12.429297432615932,1.2214313333333335,1.2217293333333332
8,2023-10-09 00:40:00,1.22173,1.22207,1.2217,1.22185,362,0,GBPUSD,40,0,41,10,2023,9,0.0001096878068379907,1.222178984475819,1.2213220155241813,50.50496475044457,12.227867975307987,1.2214796666666667,1.2216816666666668
9,2023-10-09 00:45:00,1.22189,1.2221,1.22182,1.22189,516,0,GBPUSD,45,0,41,10,2023,9,0.00010959126255987816,1.2221755761821773,1.2213734238178227,50.79576830502875,12.052138672331884,1.2215196666666666,1.2216313333333333
10,2023-10-09 00:50:00,1.22186,1.22232,1.22183,1.22223,461,0,GBPUSD,50,0,41,10,2023,9,0.0001155223022813753,1.2222476216997042,1.2213613783002957,53.212932121141144,12.017133629169845,1.2215740000000002,1.2215986666666667
11,2023-10-09 00:55:00,1.22226,1.22242,1.22203,1.22223,439,0,GBPUSD,55,0,41,10,2023,9,0.00012465710128262296,1.2223098245279145,1.221350175472086,53.212932121141144,12.043131736212052,1.221628,1.2215661666666666
12,2023-10-09 01:00:00,1.22223,1.22233,1.22173,1.22173,561,0,GBPUSD,0,1,41,10,2023,9,0.00012705976654854413,1.2223078560592118,1.221344143940788,49.394216388172374,11.848167003854403,1.2216536666666669,1.2215316666666667
13,2023-10-09 01:05:00,1.22175,1.22184,1.2212,1.22124,344,0,GBPUSD,5,1,41,10,2023,9,0.00011700965040165477,1.2223497261401541,1.2212562738598458,46.044361976602026,11.585779272766834,1.2216566666666668,1.2214925
14,2023-10-09 01:10:00,1.22125,1.22126,1.22095,1.22104,450,0,GBPUSD,10,1,41,10,2023,9,9.622364395836315e-05,1.2224123889531924,1.2211476110468074,44.762557176048404,11.47595698059745,1.2216603333333333,1.2214511666666668
15,2023-10-09 01:15:00,1.22106,1.22154,1.22103,1.22152,521,0,GBPUSD,15,1,41,10,2023,9,7.723703278055104e-05,1.2224061149255356,1.2211218850744645,48.33354675116925,11.19243958283627,1.2216799999999999,1.2214203333333336
16,2023-10-09 01:20:00,1.22151,1.22165,1.2214,1.22155,397,0,GBPUSD,20,1,41,10,2023,9,6.067615088437649e-05,1.2223699760144668,1.2211060239855331,48.5486046748437,10.85001269547718,1.2216893333333334,1.2213904999999998
17,2023-10-09 01:25:00,1.22157,1.22169,1.22149,1.2216,293,0,GBPUSD,25,1,41,10,2023,9,4.7163245478625974e-05,1.2223664894310924,1.2210965105689076,48.91521976326148,10.49362349392765,1.2217019999999998,1.2213619999999998
18,2023-10-09 01:30:00,1.22163,1.22164,1.22096,1.2212,504,0,GBPUSD,30,1,41,10,2023,9,2.9779860560030466e-05,1.2223492120573825,1.2210297879426173,46.19134562848604,10.454596026879065,1.221708,1.2213238333333334
19,2023-10-09 01:35:00,1.2212,1.22128,1.22106,1.22107,382,0,GBPUSD,35,1,41,10,2023,9,8.739851428405123e-06,1.222353440953791,1.220941559046209,45.342449366512554,10.416869475398768,1.2216966666666667,1.2212813333333334
20,2023-10-09 01:40:00,1.22105,1.22114,1.22079,1.22106,570,0,GBPUSD,40,1,41,10,2023,9,-1.3668570922622299e-05,1.2223081104136455,1.2208798895863546,45.27623621965903,10.526421066620792,1.2216776666666667,1.2212405
21,2023-10-09 01:45:00,1.22105,1.22116,1.22095,1.22109,481,0,GBPUSD,45,1,41,10,2023,9,-3.5250215724513193e-05,1.222304075288183,1.220816924711817,45.52312194188885,10.61823495866387,1.2216566666666668,1.2212005
22,2023-10-09 01:50:00,1.22109,1.2212,1.22096,1.22119,466,0,GBPUSD,50,1,41,10,2023,9,-5.350652292597631e-05,1.2223071606836553,1.2208068393163447,46.35762894051824,10.67815041115501,1.2216360000000002,1.221165
23,2023-10-09 01:55:00,1.22119,1.2215,1.22116,1.22144,271,0,GBPUSD,55,1,41,10,2023,9,-6.461099097380225e-05,1.2222978339214625,1.2207961660785374,48.401792546152436,10.529126539336838,1.2216273333333334,1.2211351666666668
24,2023-10-09 02:00:00,1.22146,1.22151,1.22105,1.22111,560,0,GBPUSD,0,2,41,10,2023,9,-7.576840597701105e-05,1.2222616375907762,1.2207523624092236,46.00772901801929,10.448124332234851,1.2216143333333334,1.2211511666666666
25,2023-10-09 02:05:00,1.22108,1.22113,1.22082,1.22108,466,0,GBPUSD,5,2,41,10,2023,9,-8.668005792991513e-05,1.2222420742088236,1.2207049257911762,45.794709154837875,10.498793779531061,1.221589,1.2211670000000001
