,time,open,high,low,close,volume,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2024-02-26 00:00,1.26696,1.26721,1.26696,1.26704,0.0,0,GBPUSD,0,0,9,2,2024,26,-6.129557232875863e-06,1.2674427271509388,1.2667842728490613,47.92159633461804,10.737196116057184,1.2671243333333335,1.2671223333333335
1,2024-02-26 00:05,1.26705,1.26716,1.26698,1.26711,0.0,0,GBPUSD,5,0,9,2,2024,26,-7.440696470992924e-06,1.2673788242350763,1.266812175764924,48.76428470855091,10.791580248759272,1.267131,1.2671103333333336
2,2024-02-26 00:10,1.26714,1.26717,1.26706,1.2671,0.0,0,GBPUSD,10,0,9,2,2024,26,-8.290274851033299e-06,1.2673795590453605,1.2668234409546397,48.647952727490264,10.85239132267838,1.2671333333333334,1.2670988333333333
3,2024-02-26 00:15,1.26709,1.26725,1.26708,1.26714,0.0,0,GBPUSD,15,0,9,2,2024,26,-8.148947673121143e-06,1.2673792999863798,1.2668437000136201,49.14991628216831,10.977990434527495,1.2671369999999997,1.2670898333333334
4,2024-02-26 00:20,1.26713,1.26716,1.26677,1.26681,0.0,0,GBPUSD,20,0,9,2,2024,26,-1.2640332857506219e-05,1.2673887461156506,1.2668282538843498,45.36535177680267,10.780645317521358,1.2671323333333333,1.2670806666666665
5,2024-02-26 00:25,1.2668,1.26694,1.26671,1.26691,0.0,0,GBPUSD,25,0,9,2,2024,26,-1.8175715096129973e-05,1.2673920299616883,1.266820970038312,46.653044049205576,10.530911286015652,1.267135,1.2670753333333336
6,2024-02-26 00:30,1.26688,1.2669,1.26677,1.26678,0.0,0,GBPUSD,30,0,9,2,2024,26,-2.610792852177882e-05,1.267367072920598,1.2667859270794024,45.219739102342885,10.289501722226802,1.2671146666666666,1.2670658333333333
7,2024-02-26 00:35,1.2668,1.26683,1.26655,1.26665,0.0,0,GBPUSD,35,0,9,2,2024,26,-3.714117838986096e-05,1.267374378751379,1.2667146212486213,43.82683263207128,10.06218563914912,1.2670916666666665,1.267055
8,2024-02-26 00:40,1.26665,1.26689,1.26657,1.26686,0.0,0,GBPUSD,40,0,9,2,2024,26,-4.610463702448956e-05,1.2673764860540204,1.2666965139459798,46.57677266365902,9.780520864677165,1.267083,1.2670506666666665
9,2024-02-26 00:45,1.26685,1.26688,1.26662,1.26666,0.0,0,GBPUSD,45,0,9,2,2024,26,-5.638671269659547e-05,1.2673426307503224,1.2666593692496777,44.433681874671315,9.508244916020939,1.2670603333333332,1.2670411666666666
10,2024-02-26 00:50,1.26666,1.26668,1.26639,1.2665,0.0,0,GBPUSD,50,0,9,2,2024,26,-6.938045841341005e-05,1.2673718339684923,1.2665671660315079,42.80376161672545,9.482012402191527,1.2670263333333334,1.267024
11,2024-02-26 00:55,1.26648,1.26653,1.2662,1.26622,0.0,0,GBPUSD,55,0,9,2,2024,26,-8.770177712714537e-05,1.267450047284125,1.2664069527158752,40.13828904562631,9.630470002522257,1.2669846666666664,1.2670039999999998
12,2024-02-26 01:00,1.2662,1.26627,1.26606,1.26626,0.0,0,GBPUSD,0,1,9,2,2024,26,-0.00010756381485315853,1.267481433822713,1.2662925661772872,40.68415775405716,9.89831116118775,1.2669606666666666,1.2669841666666666
13,2024-02-26 01:05,1.26626,1.26632,1.26604,1.26617,0.0,0,GBPUSD,5,1,9,2,2024,26,-0.00012854108231325758,1.2674859089306063,1.2661820910693933,39.83858924664784,10.096805453082917,1.2669350000000001,1.266967
14,2024-02-26 01:10,1.26616,1.26623,1.26606,1.26609,0.0,0,GBPUSD,10,1,9,2,2024,26,-0.0001501010732900609,1.26751331952387,1.2660626804761301,39.09149315643897,10.288683268581575,1.2669089999999998,1.2669488333333334
15,2024-02-26 01:15,1.26608,1.26622,1.26605,1.26622,0.0,0,GBPUSD,15,1,9,2,2024,26,-0.00016847990894227035,1.2674988392898172,1.2659911607101828,40.952926598323245,10.483382532900821,1.2668846666666664,1.2669346666666665
16,2024-02-26 01:20,1.26623,1.26653,1.26623,1.26648,0.0,0,GBPUSD,20,1,9,2,2024,26,-0.00017936926119121104,1.2674634137803702,1.2659685862196297,44.46443723764677,10.295177538515944,1.2668546666666667,1.2669255
17,2024-02-26 01:25,1.26646,1.26656,1.26643,1.26652,0.0,0,GBPUSD,25,1,9,2,2024,26,-0.0001839465170325666,1.2674229840749294,1.2659550159250705,44.98513482401946,10.07791709198145,1.266829,1.266921
18,2024-02-26 01:30,1.26649,1.2665,1.26637,1.26645,0.0,0,GBPUSD,30,1,9,2,2024,26,-0.00018502508361239436,1.2673378559092552,1.265959144090745,44.234316243651314,9.93626154981452,1.26681,1.2669178333333333
19,2024-02-26 01:35,1.26647,1.26659,1.26633,1.26659,0.0,0,GBPUSD,35,1,9,2,2024,26,-0.0001811988714757583,1.2672974412368747,1.265958558763125,46.095727876172845,9.68401467572614,1.2667840000000001,1.2669148333333333
20,2024-02-26 01:40,1.26658,1.26666,1.26654,1.26665,0.0,0,GBPUSD,40,1,9,2,2024,26,-0.00017312876158562666,1.2672495279500846,1.2659674720499154,46.881805026327946,9.372376684170861,1.266768,1.2669133333333333
21,2024-02-26 01:45,1.26665,1.26665,1.26646,1.26648,0.0,0,GBPUSD,45,1,9,2,2024,26,-0.0001651393625414588,1.2671747184614102,1.2659792815385895,44.96008533229969,9.15007323545059,1.2667493333333333,1.2669058333333332
22,2024-02-26 01:50,1.26648,1.26649,1.26625,1.26625,0.0,0,GBPUSD,50,1,9,2,2024,26,-0.00016091249864967508,1.2670953818162052,1.265973618183795,42.52065811171147,9.175934254651139,1.2667213333333331,1.2668941666666667
23,2024-02-26 01:55,1.26625,1.26627,1.26611,1.26615,0.0,0,GBPUSD,55,1,9,2,2024,26,-0.00016049418755058515,1.2669931441892033,1.2659768558107969,41.507715158804054,9.348387865121706,1.2666853333333334,1.2668813333333335
24,2024-02-26 02:00,1.26617,1.2662,1.26608,1.2661,0.0,0,GBPUSD,0,2,9,2,2024,26,-0.0001629168541966834,1.2669612349140813,1.2659377650859183,41.00248593981823,9.546858104161073,1.266655,1.2668703333333333
25,2024-02-26 02:05,1.26611,1.26615,1.26603,1.26604,0.0,0,GBPUSD,5,2,9,2,2024,26,-0.0001675791349575396,1.2669005343276707,1.2659114656723292,40.39216085313845,9.792738877066661,1.2666203333333332,1.2668571666666668
26,2024-02-26 02:10,1.26606,1.26636,1.26604,1.26626,0.0,0,GBPUSD,10,2,9,2,2024,26,-0.00016950883973915787,1.2668455726425165,1.2659144273574836,43.577794145950534,9.733794849284266,1.2665936666666666,1.2668473333333334
