,time,open,high,low,close,vol,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2023-12-25 00:00:00,1.26976,1.26988,1.26938,1.26945,272,4,GBPUSD,0,0,52,12,2023,25,-7.655581450088411e-05,1.26945,1.26945,43.96243967747201,4.215801889064631,1.2694913333333333,1.269647
1,2023-12-25 00:05:00,1.26976,1.26988,1.26938,1.26945,272,4,GBPUSD,5,0,52,12,2023,25,-7.206578606119978e-05,1.26945,1.26945,43.96243967747201,4.11830272853083,1.2694833333333333,1.2696481666666666
2,2023-12-25 00:10:00,1.26976,1.26988,1.26938,1.26945,272,4,GBPUSD,10,0,52,12,2023,25,-6.774100921973614e-05,1.26945,1.26945,43.96243967747201,4.024053540014823,1.2694763333333332,1.2696494999999999
3,2023-12-25 00:15:00,1.27061,1.27061,1.27061,1.27061,1,0,GBPUSD,15,0,52,12,2023,25,-4.5085002857262244e-05,1.270026767760314,1.2689892322396856,61.42937881702653,4.789299500009142,1.269499,1.2696728333333336
4,2023-12-25 00:20:00,1.27061,1.27061,1.27061,1.27061,1,0,GBPUSD,20,0,52,12,2023,25,-1.2024244415480814e-05,1.27028008092544,1.26885191907456,61.42937881702654,5.529037261336985,1.2695273333333332,1.269697
5,2023-12-25 00:25:00,1.27061,1.27061,1.27061,1.27061,1,0,GBPUSD,25,0,52,12,2023,25,2.585231715351258e-05,1.270473926306194,1.2687740736938058,61.429378817026546,6.244117097287232,1.269566,1.2697226666666666
6,2023-12-25 00:30:00,1.27061,1.27061,1.27061,1.27061,1,0,GBPUSD,30,0,52,12,2023,25,6.470285621937378e-05,1.2706341079050147,1.2687298920949852,61.42937881702654,6.935360938705804,1.2696046666666667,1.2697491666666667
7,2023-12-25 00:35:00,1.27061,1.27061,1.27061,1.27061,1,0,GBPUSD,35,0,52,12,2023,25,0.00010197978515853532,1.2707706870420112,1.268709312957989,61.429378817026546,7.603563318743759,1.2696433333333335,1.2697681666666665
8,2023-12-25 00:40:00,1.27116,1.27116,1.2711,1.2711,4,0,GBPUSD,40,0,52,12,2023,25,0.0001439015188028675,1.2710079712541194,1.2686370287458808,66.63407239339762,8.753709380785926,1.2696983333333334,1.2697896666666668
9,2023-12-25 00:45:00,1.26914,1.26918,1.26898,1.26918,28,0,GBPUSD,45,0,52,12,2023,25,0.00015557646019941673,1.271018243343073,1.268599756656927,43.07380638565792,9.070920158677156,1.2696893333333332,1.2697811666666667
10,2023-12-25 00:50:00,1.26918,1.27132,1.26779,1.26802,98,0,GBPUSD,50,0,52,12,2023,25,0.00012881956574312597,1.2711822855384984,1.2682927144615015,35.27790058816322,9.225220253443593,1.2696416666666666,1.2697508333333334
11,2023-12-25 00:55:00,1.2681,1.26836,1.2681,1.26835,11,0,GBPUSD,55,0,52,12,2023,25,8.434833316082567e-05,1.2712517556028264,1.2681132443971737,38.550915296040095,9.374377011717817,1.2696049999999999,1.2697191666666667
12,2023-12-25 01:00:00,1.26812,1.2682,1.26812,1.26819,16,0,GBPUSD,0,1,52,12,2023,25,2.8360398656198327e-05,1.2713234455729086,1.2679155544270913,37.59728263360549,9.518561878049567,1.269563,1.2696851666666666
13,2023-12-25 01:05:00,1.26815,1.26826,1.26814,1.26816,11,0,GBPUSD,5,1,52,12,2023,25,-3.245427301925414e-05,1.2713793672269051,1.2677306327730948,37.41774785244015,9.682970802296644,1.26952,1.2696529999999997
14,2023-12-25 01:10:00,1.26782,1.26814,1.26733,1.2681,128,0,GBPUSD,10,1,52,12,2023,25,-9.398953956740169e-05,1.2714246370599793,1.2675503629400204,37.05168692329201,9.435359584173565,1.269475,1.2696186666666667
15,2023-12-25 01:15:00,1.26814,1.26818,1.2681,1.26816,186,0,GBPUSD,15,1,52,12,2023,25,-0.00015157919453682832,1.2714492498390402,1.2673967501609598,37.68236819027848,9.214064973598871,1.269432,1.2695904999999998
16,2023-12-25 01:20:00,1.26818,1.26898,1.26815,1.26898,36,0,GBPUSD,20,1,52,12,2023,25,-0.00019024877100374128,1.271435310711319,1.267363689288681,45.41433996744395,9.327990032647651,1.2694163333333333,1.269576
17,2023-12-25 01:25:00,1.26897,1.26897,1.26876,1.26879,10,0,GBPUSD,25,1,52,12,2023,25,-0.00021763020931009689,1.2714201824409135,1.2673128175590862,44.102720938259296,9.43811758972814,1.2693943333333333,1.269553
18,2023-12-25 01:30:00,1.26879,1.26897,1.26867,1.26882,15,0,GBPUSD,30,1,52,12,2023,25,-0.00023552642531563805,1.2714025691268827,1.267267430873117,44.36517442301593,9.498152639286593,1.2693733333333332,1.2695356666666666
19,2023-12-25 01:35:00,1.26882,1.26901,1.26868,1.26882,9,0,GBPUSD,35,1,52,12,2023,25,-0.0002460025261618104,1.2713828549074861,1.2672241450925137,44.36517442301592,9.573076183898186,1.2693523333333332,1.2695216666666667
20,2023-12-25 01:40:00,1.26881,1.26897,1.26881,1.26882,5,0,GBPUSD,40,1,52,12,2023,25,-0.0002507179785419975,1.2713610753405904,1.26718292465941,44.36517442301592,9.645502277022727,1.2693313333333334,1.269503
21,2023-12-25 01:45:00,1.26883,1.26889,1.26881,1.26888,5,0,GBPUSD,45,1,52,12,2023,25,-0.00025004687431492626,1.2713378962802362,1.2671491037197637,44.93759680148831,9.715514167043118,1.2693123333333332,1.2694835
22,2023-12-25 01:50:00,1.26881,1.26906,1.26881,1.26906,6,0,GBPUSD,50,1,52,12,2023,25,-0.00024259305887628087,1.2713175630644877,1.267130436935512,46.641397649102515,9.8648221088929,1.2692993333333333,1.2694623333333332
