,time,open,high,low,close,vol,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2022-12-12 00:00:00,1.22349,1.22403,1.22335,1.22393,101,0,GBPUSD,0,0,50,12,2022,12,-0.00047939169802578216,1.2263447396375422,1.2231642603624577,39.793112237974874,15.109575611300272,1.2250716666666668,1.2258221666666667
1,2022-12-12 00:05:00,1.22391,1.22391,1.2232,1.22348,233,0,GBPUSD,5,0,50,12,2022,12,-0.0004981438879340189,1.226225020623269,1.2230419793767309,37.74853918546892,15.39623760271344,1.224992,1.2257628333333335
2,2022-12-12 00:10:00,1.22345,1.22367,1.2231,1.22311,109,0,GBPUSD,10,0,50,12,2022,12,-0.0005204480286354296,1.2261360971063493,1.2228649028936507,36.16790787496132,15.717226944278332,1.2249113333333335,1.2256901666666666
3,2022-12-12 00:15:00,1.22309,1.22351,1.22308,1.22346,372,0,GBPUSD,15,0,50,12,2022,12,-0.0005370389914527838,1.2259911706242586,1.2227888293757416,38.68048120737587,16.036353831858804,1.2248376666666667,1.2256208333333334
4,2022-12-12 00:20:00,1.22346,1.22352,1.22311,1.2232,108,0,GBPUSD,20,0,50,12,2022,12,-0.0005521034470237101,1.2258489270172779,1.2226910729827225,37.544795980937735,16.337213339070583,1.2247453333333334,1.2255506666666667
5,2022-12-12 00:25:00,1.22319,1.22331,1.22305,1.22323,168,0,GBPUSD,25,0,50,12,2022,12,-0.0005636844258586033,1.225684083451435,1.2226269165485648,37.762911486165294,16.658903937421744,1.2246350000000001,1.2254771666666668
6,2022-12-12 00:30:00,1.22321,1.22353,1.22309,1.22349,805,0,GBPUSD,30,0,50,12,2022,12,-0.0005670420359380227,1.2254689290273004,1.2226400709726997,39.65243798916594,16.76754808193945,1.2245756666666667,1.2254186666666667
7,2022-12-12 00:35:00,1.22351,1.22361,1.22235,1.22237,1383,0,GBPUSD,35,0,50,12,2022,12,-0.0005816459286943652,1.225267200577591,1.2225077994224085,34.92708752821876,17.228688148024442,1.2244786666666665,1.2253375
8,2022-12-12 00:40:00,1.22235,1.22273,1.22231,1.22258,1059,0,GBPUSD,40,0,50,12,2022,12,-0.0005978570972889691,1.2251032072146593,1.2224077927853407,36.39724741736368,17.691218594199196,1.2243903333333332,1.2252626666666666
9,2022-12-12 00:45:00,1.22258,1.22268,1.22209,1.22212,863,0,GBPUSD,45,0,50,12,2022,12,-0.0006202022530757137,1.2250616940657348,1.222181305934265,34.62464457072794,18.2295122190968,1.224272,1.2251755
10,2022-12-12 00:50:00,1.22212,1.22266,1.22201,1.22238,1704,0,GBPUSD,50,0,50,12,2022,12,-0.0006396589886725537,1.225000610106121,1.2220333898938789,36.4347401240957,18.782572132573634,1.2241503333333332,1.2251005
11,2022-12-12 00:55:00,1.22237,1.22251,1.22219,1.22246,1120,0,GBPUSD,55,0,50,12,2022,12,-0.0006535510987203888,1.2248798363301945,1.2219431636698053,36.99005135880957,19.31719671560124,1.2240356666666667,1.2250218333333334
12,2022-12-12 01:00:00,1.22246,1.22246,1.22189,1.22221,894,0,GBPUSD,0,1,50,12,2022,12,-0.0006657261907493112,1.2247606055691935,1.2218313944308064,35.97408422546452,19.956054159585634,1.223917,1.2249406666666667
13,2022-12-12 01:05:00,1.2222,1.22223,1.22154,1.22163,408,0,GBPUSD,5,1,50,12,2022,12,-0.0006839230873078477,1.224766237134176,1.2215807628658242,33.74938247325099,20.699197149273147,1.2237823333333333,1.2248470000000002
14,2022-12-12 01:10:00,1.22162,1.22173,1.22115,1.22153,387,0,GBPUSD,10,1,50,12,2022,12,-0.0007049770654333014,1.2246623297834016,1.2213926702165987,33.381186460082986,21.54040324995136,1.2236466666666665,1.2247516666666665
15,2022-12-12 01:15:00,1.22153,1.2222,1.22153,1.22195,423,0,GBPUSD,15,1,50,12,2022,12,-0.0007184104825754667,1.2245302240765297,1.22130477592347,36.39606475292928,22.00662242592976,1.2235276666666666,1.2246645
