,time,open,high,low,close,vol,symbol,weekday,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2022-05-30 00:00:00,1.26239,1.26294,1.26233,1.2629,373,GBPUSD,0,0,0,22,5,2022,30,-8.701844461750813e-06,1.2632753703812039,1.262317629618796,52.77625265394317,12.70602094087358,1.262791,1.262743
1,2022-05-30 00:05:00,1.26287,1.2629,1.26261,1.2627,324,GBPUSD,0,5,0,22,5,2022,30,-1.1359728811411248e-05,1.2631869298185676,1.2623470701814323,50.914132619317556,12.569825239417506,1.262805,1.2627428333333335
2,2022-05-30 00:10:00,1.26271,1.26272,1.26249,1.26249,298,GBPUSD,0,10,0,22,5,2022,30,-1.649634473357004e-05,1.2631581664235525,1.2623218335764474,49.03487320281032,12.310891378540212,1.2628086666666667,1.2627426666666668
3,2022-05-30 00:15:00,1.2625,1.26274,1.26239,1.26241,335,GBPUSD,0,15,0,22,5,2022,30,-2.4156066459749556e-05,1.2631123091494845,1.2622986908505156,48.33184027531702,11.96085460826425,1.2628066666666666,1.2627408333333332
4,2022-05-30 00:20:00,1.26239,1.26286,1.26228,1.26281,372,GBPUSD,0,20,0,22,5,2022,30,-2.6558863809687423e-05,1.2630420251050414,1.2623349748949584,51.8989649797736,11.728215541041308,1.2628156666666668,1.2627436666666665
5,2022-05-30 00:25:00,1.26282,1.2629,1.26267,1.26267,171,GBPUSD,0,25,0,22,5,2022,30,-2.771384940730784e-05,1.263016231329084,1.262337768670916,50.63328842908323,11.537492149943187,1.2628186666666668,1.2627431666666666
6,2022-05-30 00:30:00,1.26269,1.26275,1.26238,1.26242,259,GBPUSD,0,30,0,22,5,2022,30,-3.1951623039017757e-05,1.2629850280478323,1.2623169719521676,48.45056787246376,11.239307945641654,1.262802,1.2627371666666667
7,2022-05-30 00:35:00,1.26245,1.26289,1.26239,1.26274,304,GBPUSD,0,35,0,22,5,2022,30,-3.272124007310192e-05,1.2629612735040825,1.2623257264959171,51.234192384128306,10.9053094488802,1.262797,1.2627359999999999
8,2022-05-30 00:40:00,1.26274,1.26279,1.26229,1.2623,289,GBPUSD,0,40,0,22,5,2022,30,-3.822210383953759e-05,1.2629324377704945,1.262290562229505,47.57964248532568,10.587500510390791,1.2627773333333332,1.2627260000000002
9,2022-05-30 00:45:00,1.2623,1.26266,1.26225,1.2626,254,GBPUSD,0,45,0,22,5,2022,30,-4.152661633739426e-05,1.2629247369191983,1.2622882630808017,50.090648556627535,10.315351065173836,1.2627496666666667,1.2627248333333334
10,2022-05-30 00:50:00,1.26259,1.26294,1.2624,1.26286,193,GBPUSD,0,50,0,22,5,2022,30,-3.903847469818024e-05,1.2629501987996836,1.2622788012003168,52.14579711527022,10.126152687264387,1.262731,1.2627251666666666
11,2022-05-30 00:55:00,1.26287,1.26298,1.26264,1.26276,383,GBPUSD,0,55,0,22,5,2022,30,-3.4556507179332934e-05,1.2629653094565447,1.2622846905434555,51.30522914946356,9.974785136991732,1.2627133333333334,1.2627225
12,2022-05-30 01:00:00,1.26277,1.26287,1.26259,1.26259,328,GBPUSD,0,0,1,22,5,2022,30,-3.169328981173075e-05,1.2629654771047232,1.2622925228952768,49.890910929859935,9.78342683735826,1.2626986666666664,1.2627165
13,2022-05-30 01:05:00,1.26259,1.26261,1.26209,1.26219,175,GBPUSD,0,5,1,22,5,2022,30,-3.630429922751968e-05,1.262999955504643,1.2622240444953572,46.75375349447267,9.708197999808148,1.2626683333333335,1.2627016666666664
14,2022-05-30 01:10:00,1.26219,1.2629,1.26217,1.2629,303,GBPUSD,0,10,1,22,5,2022,30,-3.3947912289190296e-05,1.2630302086161556,1.2622147913838444,52.26526832367716,9.421276495763129,1.2626600000000001,1.2627016666666664
15,2022-05-30 01:15:00,1.26294,1.26319,1.26261,1.26318,319,GBPUSD,0,15,1,22,5,2022,30,-2.280341136781837e-05,1.2631296152590503,1.2621763847409493,54.1993574879902,9.263069365322513,1.2626693333333334,1.2627061666666668
16,2022-05-30 01:20:00,1.26319,1.26352,1.263,1.26352,303,GBPUSD,0,20,1,22,5,2022,30,-1.258428997964764e-06,1.263310110702546,1.262080889297454,56.41754297379582,9.304637186685252,1.2626886666666666,1.2627148333333333
17,2022-05-30 01:25:00,1.2635,1.26352,1.26332,1.2635,297,GBPUSD,0,25,1,22,5,2022,30,2.535972997085411e-05,1.263439149073141,1.262017850926859,56.251761212747795,9.344819414002567,1.262709,1.2627209999999998
18,2022-05-30 01:30:00,1.26352,1.26377,1.26333,1.26377,294,GBPUSD,0,30,1,22,5,2022,30,5.801218222400185e-05,1.2636325227057323,1.2619374772942673,57.97630353360819,9.521195430782512,1.2627366666666666,1.262732
19,2022-05-30 01:35:00,1.26376,1.26444,1.2637,1.26442,617,GBPUSD,0,35,1,22,5,2022,30,0.00010297326597376507,1.2639841582729137,1.2617888417270864,61.73303498892401,10.00472071583743,1.262794,1.2627551666666668
20,2022-05-30 01:40:00,1.26442,1.26487,1.26442,1.26476,583,GBPUSD,0,40,1,22,5,2022,30,0.0001584820317049334,1.2643605670931095,1.2615984329068903,63.49871837692254,10.640285149033547,1.2628626666666667,1.2627833333333334
21,2022-05-30 01:45:00,1.26478,1.26494,1.26451,1.26491,335,GBPUSD,0,45,1,22,5,2022,30,0.00021972396872129836,1.2647099025311426,1.2614700974688575,64.2515224522165,11.280232546727744,1.2629413333333332,1.2628166666666667
22,2022-05-30 01:50:00,1.26491,1.26534,1.2646,1.26467,403,GBPUSD,0,50,1,22,5,2022,30,0.0002770190876939715,1.2649379155725022,1.2614600844274977,62.13061017462866,12.032619567688778,1.2630133333333333,1.2628458333333332
23,2022-05-30 01:55:00,1.26468,1.26472,1.26438,1.2647,385,GBPUSD,0,55,1,22,5,2022,30,0.00032868416270967325,1.2651333585832483,1.2614936414167517,62.29156760555696,12.621715307233892,1.2630856666666666,1.2628783333333333
24,2022-05-30 02:00:00,1.26469,1.26506,1.26449,1.26455,191,GBPUSD,0,0,2,22,5,2022,30,0.00037096976655452853,1.2652842529729287,1.2615167470270712,60.951579481190336,13.299359900541555,1.2631476666666666,1.2629083333333333
25,2022-05-30 02:05:00,1.26454,1.26499,1.26454,1.26494,188,GBPUSD,0,5,2,22,5,2022,30,0.0004105365254376006,1.2654840002671284,1.2615439997328717,63.08729854438353,13.954416340738963,1.263226666666667,1.2629751666666666
26,2022-05-30 02:10:00,1.26495,1.26512,1.26472,1.26502,440,GBPUSD,0,10,2,22,5,2022,30,0.0004466656675817149,1.2656527953970516,1.2616352046029484,63.51079876974725,14.628178909704568,1.263305,1.2630266666666665
27,2022-05-30 02:15:00,1.26508,1.26572,1.26508,1.26561,424,GBPUSD,0,15,2,22,5,2022,30,0.00048714129282529143,1.2659299813454565,1.2616450186545436,66.44767545164163,15.450563312236449,1.2633973333333333,1.2630866666666667
28,2022-05-30 02:20:00,1.2656,1.26566,1.26529,1.26531,358,GBPUSD,0,20,2,22,5,2022,30,0.0005223227919809696,1.2660633319245014,1.2618126680754986,63.74878196226673,16.2455349013506,1.2634863333333333,1.2631303333333332
29,2022-05-30 02:25:00,1.26531,1.2656,1.26523,1.26557,140,GBPUSD,0,25,2,22,5,2022,30,0.0005552994319987657,1.2662331279553687,1.261939872044631,65.02249085788179,16.975228899119315,1.2635923333333332,1.2631836666666665
30,2022-05-30 02:30:00,1.26555,1.26555,1.26508,1.2651,339,GBPUSD,0,30,2,22,5,2022,30,0.0005764012038335213,1.2663091274945786,1.2620878725054214,61.01361937518859,17.582413654400643,1.2636656666666668,1.2632283333333334
31,2022-05-30 02:35:00,1.26509,1.26524,1.26498,1.26508,309,GBPUSD,0,35,2,22,5,2022,30,0.0005873210253403019,1.2663457658743855,1.262283234125614,60.848475061391675,18.10390707868745,1.2637450000000001,1.263275
32,2022-05-30 02:40:00,1.26509,1.26512,1.2648,1.26484,261,GBPUSD,0,40,2,22,5,2022,30,0.0005861188793025003,1.2662991122323015,1.2625548877676984,58.87041957292836,18.491821518250916,1.2638233333333335,1.263316
33,2022-05-30 02:45:00,1.26482,1.2649,1.2645,1.26461,316,GBPUSD,0,45,2,22,5,2022,30,0.0005723765381759544,1.2660961275616591,1.2629998724383409,57.03239943222873,18.680779503704827,1.2638966666666667,1.2633516666666667
34,2022-05-30 02:50:00,1.26461,1.26466,1.2642,1.26451,281,GBPUSD,0,50,2,22,5,2022,30,0.0005485946384358785,1.2659693759901085,1.2632876240098918,56.24260515112988,18.68563829335014,1.2639533333333333,1.2633845
