,time,open,high,low,close,volume,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2022-06-06 00:00,1.249,1.24912,1.24868,1.24905,0.0,0,GBPUSD,0,0,23,6,2022,6,9.777769532966007e-05,1.2500546126774232,1.248911387322577,45.59347653465352,18.434062351331814,1.2492663333333334,1.2492486666666667
1,2022-06-06 00:05,1.24907,1.2496,1.24892,1.24944,0.0,0,GBPUSD,5,0,23,6,2022,6,8.456793879646317e-05,1.2500124990184227,1.2490075009815775,49.358498705509014,17.87000486997674,1.2492889999999999,1.2492435
2,2022-06-06 00:10,1.24945,1.24961,1.24922,1.2496,0.0,0,GBPUSD,10,0,23,6,2022,6,7.69623437288911e-05,1.2500212222972074,1.2490177777027924,50.80337447982312,17.330644590549735,1.249313,1.2492441666666667
3,2022-06-06 00:15,1.24967,1.24981,1.24959,1.2498,0.0,0,GBPUSD,15,0,23,6,2022,6,7.62834968000881e-05,1.250034454905827,1.2490135450941726,52.55385833056546,16.92529647271809,1.2493463333333332,1.2492473333333334
4,2022-06-06 00:20,1.2498,1.25001,1.24971,1.24998,0.0,0,GBPUSD,20,0,23,6,2022,6,8.267971704103787e-05,1.2500982988047613,1.2490017011952386,54.07523076370422,16.64262823337239,1.2493863333333333,1.2492558333333332
5,2022-06-06 00:25,1.24998,1.24998,1.24929,1.24931,0.0,0,GBPUSD,25,0,23,6,2022,6,8.229724939387961e-05,1.250073579326817,1.248979420673183,48.132347014503445,16.129301899122364,1.2494079999999999,1.2492471666666665
6,2022-06-06 00:30,1.24931,1.24936,1.24894,1.24917,0.0,0,GBPUSD,30,0,23,6,2022,6,7.526489077747431e-05,1.250061544201615,1.248937455798385,47.01544293983164,15.73234969858936,1.2494176666666665,1.2492343333333333
7,2022-06-06 00:35,1.24917,1.24917,1.2487,1.24893,0.0,0,GBPUSD,35,0,23,6,2022,6,6.0432553450786916e-05,1.2500586173809034,1.2488563826190968,45.15715967153249,15.463286185723572,1.2494206666666667,1.2492193333333332
8,2022-06-06 00:40,1.24892,1.24911,1.24886,1.24905,0.0,0,GBPUSD,40,0,23,6,2022,6,4.326566811214888e-05,1.2500584939467878,1.248806506053212,46.25590092980124,15.203191456619974,1.249429,1.2492061666666667
9,2022-06-06 00:45,1.24908,1.2491,1.2485,1.24853,0.0,0,GBPUSD,45,0,23,6,2022,6,1.714054229801029e-05,1.2501376639606732,1.248649336039327,42.44403584628821,15.113766451159197,1.249415,1.2491863333333335
10,2022-06-06 00:50,1.24853,1.24881,1.24818,1.24818,0.0,0,GBPUSD,50,0,23,6,2022,6,-1.885302517838964e-05,1.2502558599789955,1.2484131400210046,40.14077017256966,15.157220724875401,1.2493883333333333,1.2491606666666668
11,2022-06-06 00:55,1.24817,1.2484,1.24805,1.24819,0.0,0,GBPUSD,55,0,23,6,2022,6,-5.894258440405627e-05,1.25030510515701,1.24822089484299,40.23662581548393,15.24964410601148,1.2493646666666665,1.2491343333333333
12,2022-06-06 01:00,1.2482,1.24846,1.24809,1.24838,0.0,0,GBPUSD,0,1,23,6,2022,6,-9.633218986208936e-05,1.2502856141279115,1.2481063858720884,42.06026909807793,15.30452940692496,1.2493303333333332,1.2491128333333334
13,2022-06-06 01:05,1.24841,1.24855,1.24816,1.24855,0.0,0,GBPUSD,5,1,23,6,2022,6,-0.0001271376804448891,1.2502587471932873,1.2480332528067128,43.651758412647204,15.305426370669217,1.2492916666666667,1.2490988333333335
14,2022-06-06 01:10,1.24856,1.24872,1.24834,1.2485,0.0,0,GBPUSD,10,1,23,6,2022,6,-0.00015270944896614435,1.2502262525291894,1.2479617474708105,43.28996650976506,15.208141216011159,1.2492596666666667,1.2490851666666667
15,2022-06-06 01:15,1.24851,1.24918,1.24851,1.24901,0.0,0,GBPUSD,15,1,23,6,2022,6,-0.00016517549967114524,1.2502001421654834,1.2479508578345166,47.85064512071091,14.869393519035693,1.249234,1.2490831666666664
16,2022-06-06 01:20,1.24899,1.24918,1.24869,1.24876,0.0,0,GBPUSD,20,1,23,6,2022,6,-0.0001723857849849884,1.2501102163104105,1.2479407836895897,45.97568986145869,14.541937411959408,1.2492023333333333,1.2490744999999999
17,2022-06-06 01:25,1.24869,1.24879,1.24852,1.24874,0.0,0,GBPUSD,25,1,23,6,2022,6,-0.00017585006954721016,1.2499743017633733,1.2479596982366266,45.82708309971806,14.301807772806693,1.249168,1.2490675
18,2022-06-06 01:30,1.24876,1.24877,1.24763,1.24801,0.0,0,GBPUSD,30,1,23,6,2022,6,-0.0001880307556566126,1.2499942987759198,1.2478207012240803,40.842398583604286,14.409826141004348,1.2491166666666667,1.2490498333333335
19,2022-06-06 01:35,1.24802,1.24811,1.24778,1.24808,0.0,0,GBPUSD,35,1,23,6,2022,6,-0.00020349081245388828,1.250010227321289,1.2477157726787111,41.47388439794479,14.514243896928747,1.2490756666666667,1.2490379999999999
20,2022-06-06 01:40,1.24809,1.24819,1.2478,1.24785,0.0,0,GBPUSD,40,1,23,6,2022,6,-0.00022340159248848595,1.2500316766524149,1.2475743233475853,40.02176498209204,14.574020208940306,1.2490253333333332,1.2490193333333333
21,2022-06-06 01:45,1.24785,1.2482,1.24781,1.2482,0.0,0,GBPUSD,45,1,23,6,2022,6,-0.0002389650206301434,1.2499594355803905,1.2475225644196093,43.154934248066304,14.626524885605688,1.248978,1.2490111666666668
22,2022-06-06 01:50,1.24818,1.24895,1.24818,1.24867,0.0,0,GBPUSD,50,1,23,6,2022,6,-0.00024294452708870594,1.249843934185926,1.247545065814074,47.000952253811164,14.319196467416495,1.2489430000000001,1.2490135
23,2022-06-06 01:55,1.24867,1.24872,1.24827,1.24851,0.0,0,GBPUSD,55,1,23,6,2022,6,-0.0002414538303826137,1.2496564296834891,1.2476035703165107,45.90713661922479,14.022112329833611,1.2489083333333333,1.2490121666666667
24,2022-06-06 02:00,1.24851,1.24879,1.24848,1.24879,0.0,0,GBPUSD,0,2,23,6,2022,6,-0.00023159510250524528,1.249383123432175,1.247757876567825,48.09397432033793,13.703511016024484,1.2488833333333331,1.249012
25,2022-06-06 02:05,1.2488,1.2491,1.24876,1.24901,0.0,0,GBPUSD,5,2,23,6,2022,6,-0.00021297044201603913,1.2493203178320391,1.2477906821679607,49.745331062541695,13.258857409373537,1.248871,1.2490163333333335
26,2022-06-06 02:10,1.24903,1.24907,1.24886,1.24897,0.0,0,GBPUSD,10,2,23,6,2022,6,-0.00018998057419003864,1.249281162251162,1.2478098377488382,49.44943104354402,12.829025589610957,1.2488446666666666,1.2490200000000002
27,2022-06-06 02:15,1.24899,1.24913,1.24888,1.24891,0.0,0,GBPUSD,15,2,23,6,2022,6,-0.00016598410663342395,1.2492780128172347,1.2478109871827652,48.997181350664825,12.41717262445598,1.2488113333333333,1.2490228333333333
28,2022-06-06 02:20,1.24892,1.24915,1.24891,1.24908,0.0,0,GBPUSD,20,2,23,6,2022,6,-0.00013952409428194429,1.2492839744685322,1.2478080255314676,50.328688600872404,12.028945119951741,1.2488073333333332,1.2490285
29,2022-06-06 02:25,1.2491,1.2492,1.24887,1.24914,0.0,0,GBPUSD,25,2,23,6,2022,6,-0.0001116317887593912,1.2493606663360024,1.2477923336639976,50.79767534311309,11.679097040251085,1.248813,1.2490348333333334
30,2022-06-06 02:30,1.24918,1.24946,1.249,1.24936,0.0,0,GBPUSD,30,2,23,6,2022,6,-8.053950743338521e-05,1.2494700052113552,1.2478009947886448,52.498868328637684,11.471115316042221,1.2488233333333334,1.2490448333333333
31,2022-06-06 02:35,1.24934,1.24952,1.2492,1.24941,0.0,0,GBPUSD,35,2,23,6,2022,6,-4.809016540569589e-05,1.2495712757609727,1.247821724239027,52.88189267351313,11.300458290388892,1.2488223333333335,1.2490556666666666
32,2022-06-06 02:40,1.24939,1.24953,1.24928,1.2493,0.0,0,GBPUSD,40,2,23,6,2022,6,-1.81366706902657e-05,1.2496435607785936,1.2478414392214066,51.928926027679694,11.140727751463338,1.2488123333333334,1.2490626666666667
33,2022-06-06 02:45,1.24932,1.24934,1.24909,1.24915,0.0,0,GBPUSD,45,2,23,6,2022,6,6.330438341675668e-06,1.2496864359648086,1.2478585640351916,50.641567018916945,10.873229021477659,1.2487906666666668,1.2490685
34,2022-06-06 02:50,1.24915,1.24931,1.24908,1.24919,0.0,0,GBPUSD,50,2,23,6,2022,6,2.6699929119395888e-05,1.2497296757429974,1.2478843242570026,50.976828553334435,10.60866301885829,1.2487643333333334,1.2490753333333333
35,2022-06-06 02:55,1.24919,1.24921,1.24899,1.24903,0.0,0,GBPUSD,55,2,23,6,2022,6,4.08197487019244e-05,1.2497316449536482,1.2478843550463516,49.58322144523315,10.296110919492465,1.2487549999999998,1.2490815
36,2022-06-06 03:00,1.24903,1.24919,1.24898,1.24919,0.0,0,GBPUSD,0,3,23,6,2022,6,5.274188126957464e-05,1.2497683341035999,1.2478906658963997,50.96983099481956,9.987455986704754,1.2487556666666668,1.2490866666666667
37,2022-06-06 03:05,1.24919,1.2493,1.24904,1.24922,0.0,0,GBPUSD,5,3,23,6,2022,6,6.301999136559384e-05,1.2498071252162295,1.2478998747837706,51.23000049016779,9.761312580599157,1.2487653333333333,1.2490929999999998
38,2022-06-06 03:10,1.24925,1.24935,1.24909,1.24931,0.0,0,GBPUSD,10,3,23,6,2022,6,7.30211266393131e-05,1.249804894827301,1.2480321051726986,52.020126922514926,9.57555829821318,1.248774,1.2491014999999999
39,2022-06-06 03:15,1.24932,1.24939,1.24921,1.24924,0.0,0,GBPUSD,15,3,23,6,2022,6,8.10411443881137e-05,1.249779789945929,1.2481732100540708,51.350752004794046,9.423660137088863,1.2487976666666667,1.2491063333333334
40,2022-06-06 03:20,1.24923,1.24929,1.2491,1.24912,0.0,0,GBPUSD,20,3,23,6,2022,6,8.529977439448499e-05,1.2496445441957336,1.2484354558042663,50.205101013084864,9.189326241048928,1.248829,1.2491086666666666
41,2022-06-06 03:25,1.24911,1.24921,1.24894,1.24899,0.0,0,GBPUSD,25,3,23,6,2022,6,8.470910549785594e-05,1.2495387201631865,1.2486202798368138,48.980446381823654,8.927823825344552,1.2488556666666668,1.2491101666666669
42,2022-06-06 03:30,1.24901,1.24923,1.24897,1.24915,0.0,0,GBPUSD,30,3,23,6,2022,6,8.346959120131852e-05,1.249520873996569,1.2486861260034308,50.5172538587293,8.659004486344925,1.2488813333333335,1.2491058333333336
43,2022-06-06 03:35,1.24915,1.24931,1.2491,1.2491,0.0,0,GBPUSD,35,3,23,6,2022,6,8.09004056857844e-05,1.2494434563709662,1.2488225436290339,50.03007632315776,8.407439962161584,1.2488996666666667,1.2490956666666666
44,2022-06-06 03:40,1.2491,1.24955,1.2491,1.24942,0.0,0,GBPUSD,40,3,23,6,2022,6,8.255351367665231e-05,1.2494556664388516,1.2488733335611484,53.029098300169906,8.351947959103232,1.2489303333333335,1.249095
45,2022-06-06 03:45,1.24941,1.24955,1.24934,1.24955,0.0,0,GBPUSD,45,3,23,6,2022,6,8.865233270297363e-05,1.249520087087481,1.248862912912519,54.18467393121771,8.298305689480156,1.2489483333333335,1.2490911666666666
46,2022-06-06 03:50,1.24958,1.24963,1.24948,1.24959,0.0,0,GBPUSD,50,3,23,6,2022,6,9.765404714679124e-05,1.2495789075141777,1.2488660924858221,54.540659590758665,8.313338508959992,1.2489759999999999,1.2490891666666668
47,2022-06-06 03:55,1.2496,1.24963,1.24941,1.2495,0.0,0,GBPUSD,55,3,23,6,2022,6,0.00010634488469132463,1.2495969851260753,1.2489070148739247,53.571793661726126,8.25826878257668,1.2490013333333332,1.2490846666666664
48,2022-06-06 04:00,1.2495,1.24953,1.24926,1.24939,0.0,0,GBPUSD,0,4,23,6,2022,6,0.00011238791529459533,1.2496077707905422,1.2489272292094573,52.39498342405188,8.046300391983632,1.2490473333333334,1.249082
49,2022-06-06 04:05,1.24939,1.24949,1.24929,1.24948,0.0,0,GBPUSD,5,4,23,6,2022,6,0.00011763430879690988,1.2496318493620497,1.2489371506379505,53.26393480356805,7.841397614410351,1.249094,1.2490848333333333
50,2022-06-06 04:10,1.24947,1.24947,1.24918,1.24927,0.0,0,GBPUSD,10,4,23,6,2022,6,0.00011848782124603817,1.249625558282617,1.2489344417173833,51.0161710755785,7.634511365110031,1.2491413333333334,1.2490833333333335
51,2022-06-06 04:15,1.24928,1.24953,1.24927,1.24951,0.0,0,GBPUSD,15,4,23,6,2022,6,0.00012010222053910438,1.2496412081005468,1.2489287918994532,53.34394414056084,7.391531418737873,1.249185,1.2490815
52,2022-06-06 04:20,1.24953,1.24959,1.24939,1.24955,0.0,0,GBPUSD,20,4,23,6,2022,6,0.000122473338869927,1.2496729506069548,1.248922049393045,53.723105543948414,7.226871220535859,1.2492143333333332,1.2490786666666667
53,2022-06-06 04:25,1.24952,1.24983,1.24948,1.24977,0.0,0,GBPUSD,25,4,23,6,2022,6,0.00012842528608943726,1.2497519830517305,1.2489050169482696,55.76830481910303,7.332303355140597,1.2492563333333335,1.2490823333333334
