,time,open,high,low,close,volume,weekday,symbol,minute,hour,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2023-05-29 00:00,1.23448,1.23452,1.23433,1.23446,0.0,0,GBPUSD,0,0,22,5,2023,29,-2.116421137399568e-05,1.2348616586904262,1.2343483413095737,47.493255632305896,8.92019542171468,1.234651,1.2347111666666668
1,2023-05-29 00:05,1.23446,1.23447,1.23414,1.2342,0.0,0,GBPUSD,5,0,22,5,2023,29,-2.9120815973063578e-05,1.2348503100844779,1.2342906899155217,44.785899932342275,8.841853283236349,1.234635,1.2346941666666666
2,2023-05-29 00:10,1.23423,1.23447,1.23423,1.23433,0.0,0,GBPUSD,10,0,22,5,2023,29,-3.7731243235719335e-05,1.2348582735973912,1.2342587264026086,46.36728070991599,8.76612254937396,1.2346253333333332,1.2346805
3,2023-05-29 00:15,1.23435,1.2344,1.23425,1.23436,0.0,0,GBPUSD,15,0,22,5,2023,29,-4.573547143788857e-05,1.2348542350297302,1.2342347649702696,46.73149595245442,8.692916173306987,1.2346166666666667,1.2346696666666666
4,2023-05-29 00:20,1.23434,1.23441,1.23418,1.23429,0.0,0,GBPUSD,20,0,22,5,2023,29,-5.395271967039843e-05,1.2348584200818173,1.2342005799181823,45.97783355771466,8.702193296315668,1.2346063333333333,1.2346595
5,2023-05-29 00:25,1.23428,1.23432,1.23416,1.23419,0.0,0,GBPUSD,25,0,22,5,2023,29,-6.334519543411354e-05,1.2348709927819865,1.2341490072180135,44.90751897859938,8.733798099062176,1.2345903333333332,1.2346491666666666
6,2023-05-29 00:30,1.23418,1.23436,1.23413,1.23421,0.0,0,GBPUSD,30,0,22,5,2023,29,-7.251844711362931e-05,1.2348795071758947,1.2341094928241054,45.17159066341236,8.704817832156094,1.2345676666666665,1.2346375
7,2023-05-29 00:35,1.23419,1.23426,1.2341,1.23413,0.0,0,GBPUSD,35,0,22,5,2023,29,-8.218448543949429e-05,1.2348873679398955,1.234056632060104,44.29307683199883,8.715562604566902,1.234542,1.234625833333333
8,2023-05-29 00:40,1.23412,1.23434,1.23412,1.23429,0.0,0,GBPUSD,40,0,22,5,2023,29,-8.891266156777577e-05,1.234887644866595,1.234041355133405,46.44790639931408,8.602709123803692,1.2345213333333334,1.2346139999999999
9,2023-05-29 00:45,1.23426,1.23442,1.23419,1.23441,0.0,0,GBPUSD,45,0,22,5,2023,29,-9.13295606206173e-05,1.234888095024496,1.2340439049755036,48.008258601175406,8.375002803017404,1.2345093333333332,1.2346058333333332
10,2023-05-29 00:50,1.23444,1.23456,1.2342,1.23421,0.0,0,GBPUSD,50,0,22,5,2023,29,-9.390026153200695e-05,1.234865051569859,1.2340189484301411,45.71186095773491,8.224464977589408,1.2344906666666666,1.2345961666666665
11,2023-05-29 00:55,1.23423,1.23464,1.2342,1.2346,0.0,0,GBPUSD,55,0,22,5,2023,29,-8.99963621666957e-05,1.2348280116947015,1.2340359883052985,50.48922896882485,8.176424627644655,1.234481,1.2345875
12,2023-05-29 01:00,1.23461,1.23464,1.23431,1.2345,0.0,0,GBPUSD,0,1,22,5,2023,29,-8.362927931908733e-05,1.2347970851564025,1.2340459148435972,49.33757970733529,8.129985622698062,1.2344786666666667,1.234581
13,2023-05-29 01:05,1.23451,1.23453,1.23444,1.2345,0.0,0,GBPUSD,5,1,22,5,2023,29,-7.586148574451366e-05,1.2347636680252405,1.2340583319747593,49.33757970733528,8.085094584583022,1.234474,1.2345758333333334
14,2023-05-29 01:10,1.23449,1.23499,1.23449,1.23493,0.0,0,GBPUSD,10,1,22,5,2023,29,-6.0589651865819135e-05,1.2348440769149842,1.2340119230850155,54.15012289658126,8.530307554369237,1.2344853333333332,1.2345758333333334
15,2023-05-29 01:15,1.23493,1.23502,1.2349,1.23501,0.0,0,GBPUSD,15,1,22,5,2023,29,-4.000055632034736e-05,1.2349440110108973,1.2339629889891028,54.973319231270516,8.988529844902523,1.2344996666666666,1.2345753333333331
16,2023-05-29 01:20,1.23501,1.23546,1.23496,1.23518,0.0,0,GBPUSD,20,1,22,5,2023,29,-1.4354598513609116e-05,1.23506962639345,1.23389637360655,56.682965112105826,9.77448258085491,1.2345216666666667,1.2345781666666666
17,2023-05-29 01:25,1.23517,1.23554,1.23517,1.23553,0.0,0,GBPUSD,25,1,22,5,2023,29,1.8733261722313616e-05,1.2352648147659484,1.2337781852340517,59.923856893708724,10.58719519810618,1.2345533333333334,1.2345866666666665
18,2023-05-29 01:30,1.23554,1.2356,1.23531,1.23543,0.0,0,GBPUSD,30,1,22,5,2023,29,5.311290343029385e-05,1.2354082964393487,1.2337147035606515,58.62738956079268,11.411906625902175,1.2345863333333333,1.2345956666666669
