Ticket    ,Symbol  ,Type    ,Open Step       ,Open Price      ,MaxDD     ,Close Step      ,Close Price     ,Reward  ,Reason,Duration  
       132,EURUSD  ,b       ,             558,    0.79614,    0.00,             561,             0.80250, 63.69,PT    ,         3
       133,EURUSD  ,s       ,             559,    0.79614,    0.00,             561,             0.79932,-31.85,SL    ,         2
       134,EURUSD  ,s       ,             562,    0.79614,    0.00,             572,             0.79932,-31.85,SL    ,        10
       136,EURUSD  ,s       ,             564,    0.79614,    0.00,             572,             0.79932,-31.85,SL    ,         8
       137,EURUSD  ,s       ,             565,    0.79614,    0.00,             572,             0.79932,-31.85,SL    ,         7
       135,EURUSD  ,s       ,             563,    0.79907,    0.00,             577,             0.80227,-31.96,SL    ,        14
       138,EURUSD  ,b       ,             569,    0.79907,    0.00,             579,             0.80546, 63.93,PT    ,        10
       139,EURUSD  ,b       ,             570,    0.79907,    0.00,             579,             0.80546, 63.93,PT    ,         9
       140,EURUSD  ,b       ,             571,    0.80200,    0.00,             581,             0.80842, 64.16,PT    ,        10
       144,EURUSD  ,s       ,             575,    0.80494,    0.00,             581,             0.80816,-32.20,SL    ,         6
       141,EURUSD  ,b       ,             572,    0.80494,    0.00,             582,             0.81138, 64.39,PT    ,        10
       142,EURUSD  ,b       ,             573,    0.80494,    0.00,             582,             0.81138, 64.39,PT    ,         9
       143,EURUSD  ,b       ,             574,    0.80494,    0.00,             582,             0.81138, 64.39,PT    ,         8
       145,EURUSD  ,b       ,             576,    0.80494,    0.00,             582,             0.81138, 64.39,PT    ,         6
       146,EURUSD  ,s       ,             578,    0.80787,    0.00,             582,             0.81110,-32.31,SL    ,         4
       147,EURUSD  ,b       ,             580,    0.80787,    0.00,             584,             0.81433, 64.63,PT    ,         4
       151,EURUSD  ,b       ,             588,    0.81961,    0.00,             589,             0.81633,-32.78,SL    ,         1
       148,EURUSD  ,b       ,             581,    0.81374,    0.00,             598,             0.82025, 65.10,PT    ,        17
       149,EURUSD  ,s       ,             582,    0.81668,    0.00,             598,             0.81994,-32.67,SL    ,        16
       150,EURUSD  ,s       ,             583,    0.81668,    0.00,             598,             0.81994,-32.67,SL    ,        15
       152,EURUSD  ,s       ,             589,    0.81668,    0.00,             598,             0.81994,-32.67,SL    ,         9
       153,EURUSD  ,s       ,             590,    0.81668,    0.00,             598,             0.81994,-32.67,SL    ,         8
       158,EURUSD  ,s       ,             595,    0.81668,    0.00,             598,             0.81994,-32.67,SL    ,         3
       154,EURUSD  ,b       ,             591,    0.81961,    0.00,             600,             0.82617, 65.57,PT    ,         9
       155,EURUSD  ,b       ,             592,    0.81961,    0.00,             600,             0.82617, 65.57,PT    ,         8
       156,EURUSD  ,s       ,             593,    0.82255,    0.00,             600,             0.82584,-32.90,SL    ,         7
       157,EURUSD  ,b       ,             594,    0.81961,    0.00,             600,             0.82617, 65.57,PT    ,         6
       159,EURUSD  ,s       ,             599,    0.82549,    0.00,             604,             0.82879,-33.02,SL    ,         5
       160,EURUSD  ,s       ,             602,    0.82549,    0.00,             604,             0.82879,-33.02,SL    ,         2
       161,EURUSD  ,b       ,             604,    0.83137,    0.00,             605,             0.82804,-33.25,SL    ,         1
       167,EURUSD  ,b       ,             611,    0.82843,    0.00,             613,             0.82511,-33.14,SL    ,         2
       162,EURUSD  ,s       ,             605,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        35
       163,EURUSD  ,s       ,             607,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        33
       164,EURUSD  ,s       ,             608,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,        32
       165,EURUSD  ,s       ,             609,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        31
       166,EURUSD  ,s       ,             610,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,        30
       168,EURUSD  ,s       ,             613,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        27
       169,EURUSD  ,s       ,             615,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        25
       170,EURUSD  ,s       ,             619,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,        21
       171,EURUSD  ,s       ,             621,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        19
       172,EURUSD  ,b       ,             622,    0.82549,    0.00,             640,             0.82219,-33.02,SL    ,        18
       173,EURUSD  ,s       ,             623,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,        17
       174,EURUSD  ,s       ,             624,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,        16
       175,EURUSD  ,s       ,             626,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        14
       177,EURUSD  ,s       ,             628,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,        12
       178,EURUSD  ,s       ,             631,    0.82843,    0.00,             640,             0.82180, 66.27,PT    ,         9
       179,EURUSD  ,b       ,             632,    0.82549,    0.00,             640,             0.82219,-33.02,SL    ,         8
       180,EURUSD  ,s       ,             633,    0.82549,    0.00,             640,             0.81888, 66.04,PT    ,         7
       182,EURUSD  ,b       ,             638,    0.82255,    0.00,             640,             0.81926,-32.90,SL    ,         2
       176,EURUSD  ,s       ,             627,    0.82255,    0.00,             646,             0.81597, 65.80,PT    ,        19
       181,EURUSD  ,s       ,             637,    0.82255,    0.00,             646,             0.81597, 65.80,PT    ,         9
       183,EURUSD  ,s       ,             639,    0.82255,    0.00,             646,             0.81597, 65.80,PT    ,         7
       185,EURUSD  ,s       ,             641,    0.81961,    0.00,             647,             0.81306, 65.57,PT    ,         6
       186,EURUSD  ,s       ,             643,    0.81961,    0.00,             647,             0.81306, 65.57,PT    ,         4
       187,EURUSD  ,b       ,             645,    0.81668,    0.00,             647,             0.81341,-32.67,SL    ,         2
       184,EURUSD  ,s       ,             640,    0.81668,    0.00,             648,             0.81014, 65.33,PT    ,         8
       189,EURUSD  ,s       ,             649,    0.81374,    0.00,             656,             0.80723, 65.10,PT    ,         7
       192,EURUSD  ,b       ,             652,    0.81080,    0.00,             656,             0.80756,-32.43,SL    ,         4
       188,EURUSD  ,s       ,             647,    0.81080,    0.00,             660,             0.81405,-32.43,SL    ,        13
       190,EURUSD  ,s       ,             650,    0.81080,    0.00,             660,             0.81405,-32.43,SL    ,        10
       191,EURUSD  ,s       ,             651,    0.80787,    0.00,             660,             0.81110,-32.31,SL    ,         9
       193,EURUSD  ,b       ,             653,    0.80787,    0.00,             660,             0.81433, 64.63,PT    ,         7
       194,EURUSD  ,s       ,             656,    0.80787,    0.00,             660,             0.81110,-32.31,SL    ,         4
       196,EURUSD  ,s       ,             661,    0.82255,    0.00,             662,             0.81597, 65.80,PT    ,         1
       195,EURUSD  ,s       ,             660,    0.81961,    0.00,             665,             0.81306, 65.57,PT    ,         5
       197,EURUSD  ,s       ,             663,    0.81961,    0.00,             665,             0.81306, 65.57,PT    ,         2
       198,EURUSD  ,s       ,             664,    0.81668,    0.00,             666,             0.81014, 65.33,PT    ,         2
       200,EURUSD  ,s       ,             666,    0.80787,    0.00,             668,             0.81110,-32.31,SL    ,         2
       201,EURUSD  ,s       ,             667,    0.81374,    0.00,             669,             0.80723, 65.10,PT    ,         2
       199,EURUSD  ,s       ,             665,    0.81080,    0.00,             670,             0.80432, 64.86,PT    ,         5
       202,EURUSD  ,b       ,             668,    0.80787,    0.00,             670,             0.80464,-32.31,SL    ,         2
       203,EURUSD  ,s       ,             671,    0.80494,    0.00,             673,             0.80816,-32.20,SL    ,         2
       204,EURUSD  ,s       ,             672,    0.81080,    0.00,             675,             0.81405,-32.43,SL    ,         3
       205,EURUSD  ,s       ,             673,    0.81080,    0.00,             675,             0.81405,-32.43,SL    ,         2
       206,EURUSD  ,s       ,             674,    0.81080,    0.00,             675,             0.81405,-32.43,SL    ,         1
       208,EURUSD  ,b       ,             676,    0.82843,    0.00,             677,             0.82511,-33.14,SL    ,         1
       207,EURUSD  ,b       ,             675,    0.82255,    0.00,             679,             0.81926,-32.90,SL    ,         4
       209,EURUSD  ,b       ,             677,    0.81961,    0.00,             681,             0.82617, 65.57,PT    ,         4
       210,EURUSD  ,b       ,             678,    0.81961,    0.00,             681,             0.82617, 65.57,PT    ,         3
       211,EURUSD  ,s       ,             679,    0.81668,    0.00,             681,             0.81994,-32.67,SL    ,         2
       212,EURUSD  ,s       ,             680,    0.82255,    0.00,             681,             0.82584,-32.90,SL    ,         1
       216,EURUSD  ,s       ,             686,    0.83137,    0.00,             688,             0.83469,-33.25,SL    ,         2
       217,EURUSD  ,b       ,             688,    0.84019,    0.00,             692,             0.83683,-33.61,SL    ,         4
       215,EURUSD  ,s       ,             685,    0.83725,    0.00,             697,             0.83055, 66.98,PT    ,        12
       218,EURUSD  ,s       ,             691,    0.83725,    0.00,             697,             0.83055, 66.98,PT    ,         6
       219,EURUSD  ,s       ,             692,    0.83725,    0.00,             697,             0.83055, 66.98,PT    ,         5
       220,EURUSD  ,s       ,             694,    0.83725,    0.00,             697,             0.83055, 66.98,PT    ,         3
       213,EURUSD  ,s       ,             682,    0.83431,    0.00,             699,             0.83765,-33.37,SL    ,        17
       214,EURUSD  ,s       ,             684,    0.83431,    0.00,             699,             0.83765,-33.37,SL    ,        15
       221,EURUSD  ,s       ,             695,    0.83137,    0.00,             699,             0.83469,-33.25,SL    ,         4
       222,EURUSD  ,b       ,             697,    0.82843,    0.00,             699,             0.83505, 66.27,PT    ,         2
       223,EURUSD  ,s       ,             699,    0.84019,    0.00,             700,             0.84355,-33.61,SL    ,         1
       225,EURUSD  ,s       ,             702,    0.84313,    0.00,             704,             0.84650,-33.73,SL    ,         2
       224,EURUSD  ,b       ,             701,    0.84313,    0.00,             705,             0.84988, 67.45,PT    ,         4
       226,EURUSD  ,s       ,             704,    0.84902,    0.00,             706,             0.85241,-33.96,SL    ,         2
       229,EURUSD  ,b       ,             707,    0.85491,    0.00,             709,             0.85149,-34.20,SL    ,         2
       227,EURUSD  ,s       ,             705,    0.85491,    0.00,             710,             0.84807, 68.39,PT    ,         5
       228,EURUSD  ,s       ,             706,    0.85491,    0.00,             710,             0.84807, 68.39,PT    ,         4
       230,EURUSD  ,b       ,             708,    0.85196,    0.00,             710,             0.84855,-34.08,SL    ,         2
       233,EURUSD  ,s       ,             713,    0.85196,    0.00,             715,             0.84514, 68.16,PT    ,         2
       234,EURUSD  ,s       ,             714,    0.84902,    0.00,             717,             0.84222, 67.92,PT    ,         3
       231,EURUSD  ,s       ,             711,    0.84607,    0.00,             718,             0.83930, 67.69,PT    ,         7
       232,EURUSD  ,s       ,             712,    0.84607,    0.00,             718,             0.83930, 67.69,PT    ,         6
       235,EURUSD  ,s       ,             715,    0.84607,    0.00,             718,             0.83930, 67.69,PT    ,         3
       236,EURUSD  ,s       ,             716,    0.84607,    0.00,             718,             0.83930, 67.69,PT    ,         2
       237,EURUSD  ,s       ,             718,    0.83725,    0.00,             720,             0.83055, 66.98,PT    ,         2
       238,EURUSD  ,b       ,             719,    0.83431,    0.00,             720,             0.83097,-33.37,SL    ,         1
       239,EURUSD  ,s       ,             721,    0.83137,    0.00,             724,             0.82472, 66.51,PT    ,         3
       241,EURUSD  ,b       ,             723,    0.82549,    0.00,             724,             0.82219,-33.02,SL    ,         1
       240,EURUSD  ,s       ,             722,    0.82549,    0.00,             727,             0.81888, 66.04,PT    ,         5
       242,EURUSD  ,s       ,             724,    0.82549,    0.00,             727,             0.81888, 66.04,PT    ,         3
       243,EURUSD  ,s       ,             725,    0.82549,    0.00,             727,             0.81888, 66.04,PT    ,         2
       244,EURUSD  ,s       ,             727,    0.81668,    0.00,             736,             0.81994,-32.67,SL    ,         9
       245,EURUSD  ,s       ,             728,    0.81961,    0.00,             736,             0.82289,-32.78,SL    ,         8
       246,EURUSD  ,s       ,             730,    0.81961,    0.00,             736,             0.82289,-32.78,SL    ,         6
       247,EURUSD  ,s       ,             731,    0.81668,    0.00,             736,             0.81994,-32.67,SL    ,         5
       248,EURUSD  ,s       ,             733,    0.81961,    0.00,             736,             0.82289,-32.78,SL    ,         3
       249,EURUSD  ,s       ,             734,    0.82255,    0.00,             738,             0.81597, 65.80,PT    ,         4
       250,EURUSD  ,b       ,             735,    0.81961,    0.00,             738,             0.81633,-32.78,SL    ,         3
       251,EURUSD  ,s       ,             737,    0.81668,    0.00,             740,             0.81014, 65.33,PT    ,         3
       252,EURUSD  ,b       ,             738,    0.81374,    0.00,             740,             0.81049,-32.55,SL    ,         2
       254,EURUSD  ,b       ,             740,    0.81080,    0.00,             741,             0.80756,-32.43,SL    ,         1
       253,EURUSD  ,s       ,             739,    0.81080,    0.00,             744,             0.81405,-32.43,SL    ,         5
       255,EURUSD  ,b       ,             742,    0.81374,    0.00,             744,             0.82025, 65.10,PT    ,         2
       256,EURUSD  ,s       ,             743,    0.81080,    0.00,             744,             0.81405,-32.43,SL    ,         1
       257,EURUSD  ,s       ,             747,    0.84313,    0.00,             748,             0.84650,-33.73,SL    ,         1
       258,EURUSD  ,s       ,             750,    0.85491,    0.00,             753,             0.84807, 68.39,PT    ,         3
       259,EURUSD  ,s       ,             753,    0.84607,    0.00,             754,             0.83930, 67.69,PT    ,         1
       260,EURUSD  ,s       ,             756,    0.84313,    0.00,             758,             0.83639, 67.45,PT    ,         2
       261,EURUSD  ,s       ,             758,    0.83137,    0.00,             759,             0.82472, 66.51,PT    ,         1
       262,EURUSD  ,s       ,             759,    0.81668,    0.00,             760,             0.81014, 65.33,PT    ,         1
       263,EURUSD  ,s       ,             762,    0.78441,    0.00,             763,             0.78755,-31.38,SL    ,         1
       264,EURUSD  ,b       ,             763,    0.79321,    0.00,             765,             0.79955, 63.46,PT    ,         2
       265,EURUSD  ,s       ,             764,    0.79321,    0.00,             765,             0.79638,-31.73,SL    ,         1
       266,EURUSD  ,s       ,             765,    0.79907,    0.00,             768,             0.80227,-31.96,SL    ,         3
       267,EURUSD  ,s       ,             767,    0.80494,    0.00,             769,             0.80816,-32.20,SL    ,         2
       268,EURUSD  ,b       ,             768,    0.81080,    0.00,             770,             0.80756,-32.43,SL    ,         2
       271,EURUSD  ,s       ,             772,    0.80200,    0.00,             773,             0.80521,-32.08,SL    ,         1
       272,EURUSD  ,s       ,             773,    0.81080,    0.00,             774,             0.80432, 64.86,PT    ,         1
       269,EURUSD  ,s       ,             770,    0.80494,    0.00,             775,             0.79850, 64.39,PT    ,         5
