Ticket    ,Symbol  ,Type    ,Open Step       ,Open Price      ,MaxDD   ,Close Step      ,Close Price     ,Reward  ,Reason,Duration  
       141,EURUSD  ,b       ,            1245,    0.94651,     0.0,            1246,    0.94273,-37.86,SL    ,         1
       142,EURUSD  ,b       ,            1246,    0.93762,     0.0,            1249,    0.94512, 75.01,PT    ,         3
       144,EURUSD  ,s       ,            1248,    0.94058,     0.0,            1249,    0.94435,-37.62,SL    ,         1
       143,EURUSD  ,b       ,            1247,    0.94355,     0.0,            1250,    0.95110, 75.48,PT    ,         3
       145,EURUSD  ,b       ,            1249,    0.94948,     0.0,            1251,    0.94568,-37.98,SL    ,         2
       147,EURUSD  ,b       ,            1253,    0.94355,     0.0,            1254,    0.93977,-37.74,SL    ,         1
       146,EURUSD  ,s       ,            1251,    0.94355,     0.0,            1255,    0.93600, 75.48,PT    ,         4
       148,EURUSD  ,b       ,            1254,    0.93762,     0.0,            1255,    0.93387,-37.50,SL    ,         1
       149,EURUSD  ,s       ,            1255,    0.93762,     0.0,            1256,    0.93012, 75.01,PT    ,         1
       150,EURUSD  ,s       ,            1256,    0.92577,     0.0,            1257,    0.91837, 74.06,PT    ,         1
       151,EURUSD  ,b       ,            1261,    0.90211,     0.0,            1263,    0.89850,-36.08,SL    ,         2
       152,EURUSD  ,s       ,            1262,    0.89915,     0.0,            1263,    0.89196, 71.93,PT    ,         1
       153,EURUSD  ,s       ,            1263,    0.89324,     0.0,            1265,    0.89682,-35.73,SL    ,         2
       154,EURUSD  ,b       ,            1264,    0.89324,     0.0,            1266,    0.90039, 71.46,PT    ,         2
       155,EURUSD  ,b       ,            1265,    0.90211,     0.0,            1266,    0.90933, 72.17,PT    ,         1
       156,EURUSD  ,s       ,            1266,    0.91689,     0.0,            1269,    0.92056,-36.68,SL    ,         3
       157,EURUSD  ,b       ,            1267,    0.91985,     0.0,            1270,    0.91617,-36.79,SL    ,         3
       158,EURUSD  ,s       ,            1268,    0.92281,     0.0,            1270,    0.91543, 73.82,PT    ,         2
       160,EURUSD  ,s       ,            1275,    0.91689,     0.0,            1276,    0.90956, 73.35,PT    ,         1
       159,EURUSD  ,s       ,            1272,    0.91393,     0.0,            1281,    0.90662, 73.11,PT    ,         9
       161,EURUSD  ,b       ,            1277,    0.91098,     0.0,            1281,    0.90733,-36.44,SL    ,         4
       162,EURUSD  ,s       ,            1278,    0.91393,     0.0,            1281,    0.90662, 73.11,PT    ,         3
       163,EURUSD  ,s       ,            1280,    0.91098,     0.0,            1281,    0.90369, 72.88,PT    ,         1
       164,EURUSD  ,s       ,            1281,    0.90802,     0.0,            1282,    0.90076, 72.64,PT    ,         1
       165,EURUSD  ,s       ,            1282,    0.89915,     0.0,            1283,    0.90275,-35.97,SL    ,         1
       167,EURUSD  ,b       ,            1284,    0.91098,     0.0,            1286,    0.90733,-36.44,SL    ,         2
       166,EURUSD  ,s       ,            1283,    0.90802,     0.0,            1287,    0.90076, 72.64,PT    ,         4
       168,EURUSD  ,s       ,            1286,    0.90211,     0.0,            1289,    0.89489, 72.17,PT    ,         3
       169,EURUSD  ,s       ,            1288,    0.89620,     0.0,            1291,    0.89978,-35.85,SL    ,         3
       170,EURUSD  ,s       ,            1292,    0.90506,     0.0,            1298,    0.89782, 72.41,PT    ,         6
       171,EURUSD  ,s       ,            1294,    0.90506,     0.0,            1298,    0.89782, 72.41,PT    ,         4
       172,EURUSD  ,b       ,            1295,    0.90211,     0.0,            1298,    0.89850,-36.08,SL    ,         3
       173,EURUSD  ,s       ,            1296,    0.90506,     0.0,            1298,    0.89782, 72.41,PT    ,         2
       174,EURUSD  ,s       ,            1297,    0.90506,     0.0,            1298,    0.89782, 72.41,PT    ,         1
       175,EURUSD  ,s       ,            1299,    0.89915,     0.0,            1306,    0.90275,-35.97,SL    ,         7
       176,EURUSD  ,s       ,            1300,    0.90211,     0.0,            1308,    0.90572,-36.08,SL    ,         8
       177,EURUSD  ,s       ,            1301,    0.90211,     0.0,            1308,    0.90572,-36.08,SL    ,         7
       178,EURUSD  ,s       ,            1304,    0.90211,     0.0,            1308,    0.90572,-36.08,SL    ,         4
       179,EURUSD  ,b       ,            1305,    0.89915,     0.0,            1308,    0.90634, 71.93,PT    ,         3
       180,EURUSD  ,s       ,            1306,    0.90506,     0.0,            1308,    0.90868,-36.20,SL    ,         2
       181,EURUSD  ,s       ,            1310,    0.91985,     0.0,            1311,    0.92353,-36.79,SL    ,         1
       183,EURUSD  ,s       ,            1312,    0.92577,     0.0,            1313,    0.92948,-37.03,SL    ,         1
       184,EURUSD  ,s       ,            1313,    0.93169,     0.0,            1314,    0.92424, 74.54,PT    ,         1
       185,EURUSD  ,s       ,            1314,    0.92281,     0.0,            1317,    0.92650,-36.91,SL    ,         3
       186,EURUSD  ,s       ,            1316,    0.92577,     0.0,            1317,    0.92948,-37.03,SL    ,         1
       182,EURUSD  ,b       ,            1311,    0.92577,     0.0,            1319,    0.93318, 74.06,PT    ,         8
       187,EURUSD  ,b       ,            1318,    0.93169,     0.0,            1319,    0.93915, 74.54,PT    ,         1
       188,EURUSD  ,s       ,            1320,    0.94058,     0.0,            1322,    0.93306, 75.25,PT    ,         2
       189,EURUSD  ,s       ,            1322,    0.93169,     0.0,            1323,    0.92424, 74.54,PT    ,         1
       190,EURUSD  ,s       ,            1323,    0.91393,     0.0,            1325,    0.90662, 73.11,PT    ,         2
       193,EURUSD  ,b       ,            1326,    0.90802,     0.0,            1327,    0.90439,-36.32,SL    ,         1
       191,EURUSD  ,s       ,            1324,    0.90802,     0.0,            1330,    0.90076, 72.64,PT    ,         6
       192,EURUSD  ,b       ,            1325,    0.90211,     0.0,            1330,    0.89850,-36.08,SL    ,         5
       194,EURUSD  ,s       ,            1329,    0.90506,     0.0,            1330,    0.89782, 72.41,PT    ,         1
       195,EURUSD  ,s       ,            1333,    0.87554,     0.0,            1334,    0.86853, 70.04,PT    ,         1
       196,EURUSD  ,s       ,            1334,    0.86374,     0.0,            1336,    0.85683, 69.10,PT    ,         2
       197,EURUSD  ,s       ,            1336,    0.85196,     0.0,            1337,    0.85537,-34.08,SL    ,         1
       198,EURUSD  ,s       ,            1337,    0.86669,     0.0,            1340,    0.87016,-34.67,SL    ,         3
       199,EURUSD  ,s       ,            1338,    0.86669,     0.0,            1340,    0.87016,-34.67,SL    ,         2
       200,EURUSD  ,s       ,            1339,    0.87259,     0.0,            1341,    0.87608,-34.90,SL    ,         2
       201,EURUSD  ,s       ,            1340,    0.87848,     0.0,            1341,    0.88200,-35.14,SL    ,         1
       202,EURUSD  ,b       ,            1341,    0.88734,     0.0,            1342,    0.88379,-35.49,SL    ,         1
       203,EURUSD  ,s       ,            1344,    0.86964,     0.0,            1346,    0.86268, 69.57,PT    ,         2
       204,EURUSD  ,s       ,            1345,    0.86669,     0.0,            1347,    0.85976, 69.34,PT    ,         2
       205,EURUSD  ,s       ,            1346,    0.86080,     0.0,            1348,    0.85391, 68.86,PT    ,         2
       206,EURUSD  ,s       ,            1347,    0.86080,     0.0,            1348,    0.85391, 68.86,PT    ,         1
       207,EURUSD  ,b       ,            1348,    0.85196,     0.0,            1351,    0.85878, 68.16,PT    ,         3
       208,EURUSD  ,b       ,            1349,    0.85196,     0.0,            1351,    0.85878, 68.16,PT    ,         2
       209,EURUSD  ,b       ,            1350,    0.86080,     0.0,            1351,    0.86768, 68.86,PT    ,         1
       210,EURUSD  ,b       ,            1351,    0.87848,     0.0,            1352,    0.88551, 70.28,PT    ,         1
       211,EURUSD  ,s       ,            1352,    0.89324,     0.0,            1353,    0.89682,-35.73,SL    ,         1
       212,EURUSD  ,s       ,            1353,    0.89620,     0.0,            1356,    0.89978,-35.85,SL    ,         3
       213,EURUSD  ,s       ,            1355,    0.90211,     0.0,            1356,    0.90572,-36.08,SL    ,         1
       214,EURUSD  ,s       ,            1357,    0.91689,     0.0,            1358,    0.92056,-36.68,SL    ,         1
       215,EURUSD  ,s       ,            1358,    0.92281,     0.0,            1359,    0.92650,-36.91,SL    ,         1
       216,EURUSD  ,s       ,            1359,    0.93466,     0.0,            1362,    0.92718, 74.77,PT    ,         3
       217,EURUSD  ,b       ,            1361,    0.93466,     0.0,            1362,    0.93092,-37.39,SL    ,         1
       218,EURUSD  ,s       ,            1364,    0.93466,     0.0,            1370,    0.92718, 74.77,PT    ,         6
       219,EURUSD  ,s       ,            1365,    0.93466,     0.0,            1370,    0.92718, 74.77,PT    ,         5
       220,EURUSD  ,s       ,            1367,    0.93762,     0.0,            1370,    0.93012, 75.01,PT    ,         3
       221,EURUSD  ,s       ,            1368,    0.93466,     0.0,            1370,    0.92718, 74.77,PT    ,         2
       222,EURUSD  ,b       ,            1370,    0.92577,     0.0,            1373,    0.92207,-37.03,SL    ,         3
       223,EURUSD  ,s       ,            1372,    0.92577,     0.0,            1374,    0.91837, 74.06,PT    ,         2
       224,EURUSD  ,b       ,            1374,    0.91985,     0.0,            1375,    0.91617,-36.79,SL    ,         1
       225,EURUSD  ,s       ,            1375,    0.91098,     0.0,            1378,    0.90369, 72.88,PT    ,         3
       226,EURUSD  ,s       ,            1377,    0.90802,     0.0,            1380,    0.90076, 72.64,PT    ,         3
       230,EURUSD  ,b       ,            1381,    0.90506,     0.0,            1382,    0.90144,-36.20,SL    ,         1
       233,EURUSD  ,s       ,            1386,    0.89915,     0.0,            1388,    0.90275,-35.97,SL    ,         2
       227,EURUSD  ,s       ,            1378,    0.90211,     0.0,            1389,    0.90572,-36.08,SL    ,        11
       228,EURUSD  ,s       ,            1379,    0.90211,     0.0,            1389,    0.90572,-36.08,SL    ,        10
       229,EURUSD  ,b       ,            1380,    0.90211,     0.0,            1389,    0.90933, 72.17,PT    ,         9
       231,EURUSD  ,s       ,            1384,    0.90211,     0.0,            1389,    0.90572,-36.08,SL    ,         5
       232,EURUSD  ,s       ,            1385,    0.90211,     0.0,            1389,    0.90572,-36.08,SL    ,         4
       234,EURUSD  ,s       ,            1387,    0.90506,     0.0,            1389,    0.90868,-36.20,SL    ,         2
       235,EURUSD  ,s       ,            1388,    0.90802,     0.0,            1390,    0.91165,-36.32,SL    ,         2
       236,EURUSD  ,s       ,            1389,    0.91098,     0.0,            1398,    0.91462,-36.44,SL    ,         9
       240,EURUSD  ,s       ,            1395,    0.91098,     0.0,            1398,    0.91462,-36.44,SL    ,         3
       237,EURUSD  ,s       ,            1391,    0.91689,     0.0,            1402,    0.90956, 73.35,PT    ,        11
       238,EURUSD  ,b       ,            1392,    0.91393,     0.0,            1402,    0.91028,-36.56,SL    ,        10
       239,EURUSD  ,s       ,            1394,    0.91689,     0.0,            1402,    0.90956, 73.35,PT    ,         8
       242,EURUSD  ,s       ,            1397,    0.91689,     0.0,            1402,    0.90956, 73.35,PT    ,         5
       243,EURUSD  ,s       ,            1398,    0.91985,     0.0,            1402,    0.91249, 73.59,PT    ,         4
       244,EURUSD  ,s       ,            1400,    0.91689,     0.0,            1402,    0.90956, 73.35,PT    ,         2
       245,EURUSD  ,s       ,            1401,    0.91689,     0.0,            1402,    0.90956, 73.35,PT    ,         1
       241,EURUSD  ,b       ,            1396,    0.91098,     0.0,            1404,    0.90733,-36.44,SL    ,         8
       246,EURUSD  ,s       ,            1403,    0.91098,     0.0,            1406,    0.90369, 72.88,PT    ,         3
Ticket    ,Symbol  ,Type    ,Open Step       ,Open Price      ,MaxDD   ,Close Step      ,Close Price     ,Reward  ,Reason,Duration  
