Datetime,Open,High,Low,Close,Adj Close,Volume,SMA,MACD,RSI,BB_High,BB_Low,Week_Number,Year
2024-08-05 00:00:00+01:00,1.0909883975982666,1.0911074876785278,1.090869426727295,1.0911074876785278,1.0911074876785278,0,1.0913286549704415,-5.9620187685016646e-05,38.14015384735585,1.0916848766633707,1.0910660159757897,32,2024
2024-08-05 00:05:00+01:00,1.0911074876785278,1.0911074876785278,1.0909883975982666,1.0909883975982666,1.0909883975982666,0,1.0913116421018327,-8.218645519941781e-05,34.658415942895985,1.0916825367038894,1.0910088108951403,32,2024
2024-08-05 00:10:00+01:00,1.0909883975982666,1.0911074876785278,1.0909883975982666,1.0911074876785278,1.0911074876785278,0,1.0913031356675285,-8.942991815774626e-05,40.50716493793787,1.0916253004234195,1.0910064902145504,32,2024
2024-08-05 00:15:00+01:00,1.0911074876785278,1.091226577758789,1.0911074876785278,1.091226577758789,1.091226577758789,0,1.091294629233224,-8.458578822501117e-05,45.73781082387618,1.0915838479994644,1.0910122156144273,32,2024
2024-08-05 00:20:00+01:00,1.0913456678390503,1.0913456678390503,1.0909883975982666,1.0909883975982666,1.0909883975982666,0,1.091269109930311,-9.882671588945513e-05,38.455576355811864,1.0915528322538766,1.0909836863198845,32,2024
2024-08-05 00:25:00+01:00,1.0909883975982666,1.0909883975982666,1.0909883975982666,1.0909883975982666,1.0909883975982666,0,1.0912435906273978,-0.00010885790746817392,38.455576355811864,1.0915572694450324,1.0909435221046504,32,2024
2024-08-05 00:30:00+01:00,1.0909883975982666,1.091226577758789,1.0909883975982666,1.0911074876785278,1.0911074876785278,0,1.0912095648901803,-0.00010597649381294261,43.65750872110513,1.0915572694450324,1.0909435221046504,32,2024
2024-08-05 00:35:00+01:00,1.091226577758789,1.0913456678390503,1.091226577758789,1.091226577758789,1.091226577758789,0,1.091201058455876,-9.301120327798174e-05,48.35820315057699,1.0915572694450324,1.0909435221046504,32,2024
2024-08-05 00:40:00+01:00,1.091226577758789,1.091226577758789,1.0909883975982666,1.0911074876785278,1.0911074876785278,0,1.0911840455872672,-9.129331876822633e-05,44.37149268050652,1.0915574919220092,1.0909313906196472,32,2024
2024-08-05 00:45:00+01:00,1.0909883975982666,1.0911074876785278,1.090869426727295,1.090869426727295,1.090869426727295,0,1.0911500283649989,-0.00010789763534724273,37.68353603147765,1.0915696427854482,1.0908716156450327,32,2024
2024-08-05 00:50:00+01:00,1.090869426727295,1.091226577758789,1.090869426727295,1.091226577758789,1.091226577758789,0,1.0911415219306946,-9.118643203120946e-05,49.887115634025065,1.0915589838648412,1.0908703655576137,32,2024
2024-08-05 00:55:00+01:00,1.0913456678390503,1.0914647579193115,1.091226577758789,1.0913456678390503,1.0913456678390503,0,1.0911415219306946,-6.75543839190329e-05,53.17962972820049,1.0915589838648412,1.0908703655576137,32,2024
2024-08-05 01:00:00+01:00,1.0913456678390503,1.0914647579193115,1.0913456678390503,1.0914647579193115,1.0914647579193115,0,1.0911500283649989,-3.876933259738813e-05,56.27353687737815,1.0915306790673465,1.090886761347082,32,2024
2024-08-05 01:05:00+01:00,1.091226577758789,1.0913456678390503,1.0909883975982666,1.0909883975982666,1.0909883975982666,0,1.0911245090620858,-5.377537973538793e-05,43.80443463019499,1.0915200049398883,1.090861708450462,32,2024
2024-08-05 01:10:00+01:00,1.0911074876785278,1.0913456678390503,1.0911074876785278,1.091226577758789,1.091226577758789,0,1.0911330154963903,-4.5919302668062656e-05,49.79456649871011,1.091506862815073,1.0908629415672513,32,2024
2024-08-05 01:15:00+01:00,1.0915838479995728,1.091941475868225,1.0914647579193115,1.0918222665786743,1.0918222665786743,0,1.0911925775664193,8.278376423032086e-06,60.99336386162752,1.0916299977611454,1.0907874664951414,32,2024
2024-08-05 01:20:00+01:00,1.091941475868225,1.0921800136566162,1.091941475868225,1.092060685157776,1.092060685157776,0,1.0912606631006514,6.966575095068706e-05,64.41470633420161,1.0918046318591534,1.0906843341290056,32,2024
2024-08-05 01:25:00+01:00,1.0922993421554563,1.0925379991531372,1.0922993421554563,1.092418551445007,1.092418551445007,0,1.0913458040782384,0.0001455150986253706,68.83356893885012,1.092057005049695,1.0905392492990598,32,2024
2024-08-05 01:30:00+01:00,1.092418551445007,1.092418551445007,1.0921800136566162,1.0922993421554563,1.0922993421554563,0,1.0914394429751806,0.00019377336104287046,65.89803953982513,1.0922215020157302,1.0904701197646651,32,2024
2024-08-05 01:35:00+01:00,1.092418551445007,1.092418551445007,1.0918222665786743,1.0918222665786743,1.0918222665786743,0,1.0914990050452096,0.00019131698660057594,55.66648321833177,1.0922696216515713,1.0904696600027866,32,2024
2024-08-05 01:40:00+01:00,1.0918222665786743,1.092060685157776,1.0918222665786743,1.092060685157776,1.092060685157776,0,1.0915670905794417,0.00020623137206166042,59.085375146608136,1.092356791642359,1.0904778097599237,32,2024
2024-08-05 01:45:00+01:00,1.092060685157776,1.0922993421554563,1.092060685157776,1.0922993421554563,1.0922993421554563,0,1.091643716607775,0.00023460438188660504,62.22565860455528,1.0924749493973016,1.0904907464607,32,2024
2024-08-05 01:50:00+01:00,1.092418551445007,1.092418551445007,1.092418551445007,1.092418551445007,1.092418551445007,0,1.0917373640196664,0.00026366996673488075,63.72340209088327,1.0926038657504857,1.090492936484164,32,2024
2024-08-05 01:55:00+01:00,1.092060685157776,1.0921800136566162,1.091941475868225,1.091941475868225,1.091941475868225,0,1.0918139389583044,0.0002453800516821758,54.42330983623997,1.0926420128839487,1.0905262791616446,32,2024
2024-08-05 02:00:00+01:00,1.091941475868225,1.091941475868225,1.0915838479995728,1.0915838479995728,1.0915838479995728,0,1.0918394582612174,0.00019972527342426716,48.68702870747923,1.092635952527041,1.0905918845586828,32,2024
2024-08-05 02:05:00+01:00,1.0915838479995728,1.091941475868225,1.0915838479995728,1.091941475868225,1.091941475868225,0,1.091882015977587,0.0001902085076339599,53.91777439955039,1.0926508516650693,1.0906722932476505,32,2024
2024-08-05 02:10:00+01:00,1.091941475868225,1.0921800136566162,1.0918222665786743,1.0921800136566162,1.0921800136566162,0,1.0919331056731088,0.00019961338926388628,57.061831844822876,1.092694751969984,1.0907356455405446,32,2024
2024-08-05 02:15:00+01:00,1.0922993421554563,1.0922993421554563,1.091941475868225,1.0921800136566162,1.0921800136566162,0,1.092018221105848,0.00020470708980857566,57.06183184482287,1.092735441670033,1.0907902994302783,32,2024
2024-08-05 02:20:00+01:00,1.092418551445007,1.092418551445007,1.092060685157776,1.092060685157776,1.092060685157776,0,1.0920778002057756,0.000196845953976732,54.889131942220615,1.0927425401318427,1.0908785207163936,32,2024
2024-08-05 02:25:00+01:00,1.092060685157776,1.092418551445007,1.092060685157776,1.092060685157776,1.092060685157776,0,1.092094830104283,0.0001884436856871563,54.889131942220615,1.0927006542244044,1.0910395324668796,32,2024
2024-08-05 02:30:00+01:00,1.0921800136566162,1.0921800136566162,1.0918222665786743,1.0918222665786743,1.0918222665786743,0,1.0920778002057756,0.00016069405965501993,50.438878528583096,1.0926769993597847,1.0911227562134882,32,2024
2024-08-05 02:35:00+01:00,1.0917030572891235,1.091941475868225,1.0917030572891235,1.0918222665786743,1.0918222665786743,0,1.092035208429609,0.00013712162832346664,50.438878528583096,1.0926595211799948,1.0911878942672402,32,2024
2024-08-05 02:40:00+01:00,1.092060685157776,1.092060685157776,1.0918222665786743,1.0918222665786743,1.0918222665786743,0,1.092001131602696,0.00011709055957842551,50.438878528583096,1.0926487425408646,1.0912344237723068,32,2024
2024-08-05 02:45:00+01:00,1.091941475868225,1.0922993421554563,1.091941475868225,1.092060685157776,1.092060685157776,0,1.0920181615012032,0.000119081482859551,54.996123303281934,1.0925517053101501,1.0914386897589723,32,2024
2024-08-05 02:50:00+01:00,1.091941475868225,1.092060685157776,1.0917030572891235,1.092060685157776,1.092060685157776,0,1.0920181615012032,0.00011928426910112755,54.996123303281934,1.0924675373278652,1.0916062684811558,32,2024
2024-08-05 02:55:00+01:00,1.092060685157776,1.0922993421554563,1.092060685157776,1.0921800136566162,1.0921800136566162,0,1.0920096380370004,0.00012760286484914118,57.27647462143665,1.092477931563246,1.0916316489535693,32,2024
2024-08-05 03:00:00+01:00,1.0922993421554563,1.0922993421554563,1.0918222665786743,1.0918222665786743,1.0918222665786743,0,1.0919670462608337,0.00010412789102853814,49.22374546317122,1.0924779401651004,1.0916077984938048,32,2024
2024-08-05 03:05:00+01:00,1.091941475868225,1.092060685157776,1.0918222665786743,1.0918222665786743,1.0918222665786743,0,1.09195853131158,8.454917488953662e-05,49.22374546317122,1.0924220010238264,1.0916041091484452,32,2024
2024-08-05 03:10:00+01:00,1.0918222665786743,1.091941475868225,1.0915838479995728,1.0915838479995728,1.0915838479995728,0,1.09195853131158,4.922705565135743e-05,44.39901039688672,1.0924045614901423,1.091549999266541,32,2024
2024-08-05 03:15:00+01:00,1.0915838479995728,1.0917030572891235,1.0915838479995728,1.0917030572891235,1.0917030572891235,0,1.091941501413073,3.0501611475441948e-05,47.186409741961725,1.0924102513947003,1.091532388433028,32,2024
2024-08-05 03:20:00+01:00,1.0915838479995728,1.0921800136566162,1.0915838479995728,1.0921800136566162,1.0921800136566162,0,1.091941501413073,5.3530884112529264e-05,56.56805817115828,1.0924240881273564,1.091530484550256,32,2024
2024-08-05 03:25:00+01:00,1.0921800136566162,1.092418551445007,1.092060685157776,1.0922993421554563,1.0922993421554563,0,1.0919500248772758,8.048280549788345e-05,58.55181828981835,1.0924240881273564,1.091530484550256,32,2024
2024-08-05 03:30:00+01:00,1.0921800136566162,1.0921800136566162,1.092060685157776,1.092060685157776,1.092060685157776,0,1.0919500248772758,8.164363519558293e-05,53.30756749692077,1.09236039084148,1.0915583952074093,32,2024
2024-08-05 03:35:00+01:00,1.091941475868225,1.092060685157776,1.091941475868225,1.092060685157776,1.092060685157776,0,1.0919500248772758,8.16227053552776e-05,53.307567496920754,1.0923686461309052,1.0915620608469392,32,2024
2024-08-05 03:40:00+01:00,1.091941475868225,1.092060685157776,1.091941475868225,1.092060685157776,1.092060685157776,0,1.091967054775783,8.067613405193796e-05,53.30756749692077,1.0923539960541506,1.091624394639514,32,2024
2024-08-05 03:45:00+01:00,1.0921800136566162,1.0922993421554563,1.0921800136566162,1.0922993421554563,1.0922993421554563,0,1.092001131602696,9.805329727252676e-05,58.00533225763647,1.0923951371789296,1.0916190401434582,32,2024
2024-08-05 03:50:00+01:00,1.0922993421554563,1.0925379991531372,1.0922993421554563,1.0925379991531372,1.0925379991531372,0,1.0920522553580148,0.0001295886324053086,62.1106485353989,1.0924718578222758,1.0915781180497641,32,2024
2024-08-05 03:55:00+01:00,1.0925379991531372,1.0926573276519775,1.0925379991531372,1.0925379991531372,1.0925379991531372,0,1.0920863492148263,0.0001528190102739746,62.1106485353989,1.0925391136370401,1.0915466607846516,32,2024
2024-08-05 04:00:00+01:00,1.0925379991531372,1.0926573276519775,1.0925379991531372,1.0926573276519775,1.0926573276519775,0,1.0921289665358407,0.00017879700412115618,64.14329664781769,1.0926367449565622,1.0915086937145497,32,2024
