time,open,high,low,close,vol,weekday,day,week,month,year,hour,hour_sin,hour_cos,minute_block,minute_sin,minute_cos,london_session,ny_session,overlap_session,symbol,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma,atr,returns_5,returns_24,volatility_ratio
2022-03-22 00:00:00+00:00,0.861165,0.800926,0.855306,0.87832,812.0,1,22,12,3,2022,0,0.0,1.0,0,0.0,1.0,0,0,0,EURUSD,-0.069365,1.102456,1.101363,-0.676663,-0.416728,1.103728,1.104849,0.02039,-8.2e-05,-0.000109,0.000245
2022-03-22 00:05:00+00:00,0.870444,0.805598,0.795606,0.707184,291.0,1,22,12,3,2022,0,0.0,1.0,1,0.5,0.866025,0,0,0,EURUSD,-0.104935,1.102433,1.101287,-0.778584,-0.417399,1.103718,1.104832,0.026234,-0.000272,-0.000481,0.000372
2022-03-22 00:10:00+00:00,0.712699,0.628067,0.56599,0.480544,471.0,1,22,12,3,2022,0,0.0,1.0,2,0.866025,0.5,0,0,0,EURUSD,-0.170147,1.10247,1.101096,-0.912015,-0.416615,1.103706,1.104814,0.033094,-0.000908,-0.00117,0.000481
......
2022-03-28 23:35:00+00:00,-0.127063,-0.208196,-0.090711,-0.129997,417.0,0,28,13,3,2022,23,-0.258819,0.965926,7,-0.5,-0.866025,0,0,0,EURUSD,0.686497,1.099916,1.098417,0.293683,-1.075961,1.097216,1.098961,0.383973,-4.5e-05,0.000874,0.000155
2022-03-28 23:40:00+00:00,-0.136342,-0.21754,-0.090711,-0.1855,310.0,0,28,13,3,2022,23,-0.258819,0.965926,8,-0.866025,-0.5,0,0,0,EURUSD,0.692425,1.099926,1.098472,0.261199,-1.077497,1.097221,1.098959,0.37381,-0.000282,0.000737,0.000136
2022-03-28 23:45:00+00:00,-0.192017,-0.16615,-0.118265,-0.088369,348.0,0,28,13,3,2022,23,-0.258819,0.965926,9,-1.0,-0.0,0,0,0,EURUSD,0.698353,1.099945,1.098549,0.316308,-1.078778,1.097226,1.098957,0.367966,-2.7e-05,0.000901,0.000291
2022-03-28 23:50:00+00:00,-0.099226,-0.180165,-0.12745,-0.143873,579.0,0,28,13,3,2022,23,-0.258819,0.965926,10,-0.866025,0.5,0,0,0,EURUSD,0.692425,1.099929,1.098651,0.283727,-1.080102,1.097231,1.098955,0.361868,-0.000218,0.000865,0.000282
2022-03-28 23:55:00+00:00,-0.164179,-0.259587,-0.301958,-0.315009,883.0,0,28,13,3,2022,23,-0.258819,0.965926,11,-0.5,0.866025,0,0,0,EURUSD,0.665747,1.099894,1.098727,0.183715,-1.08232,1.097235,1.098952,0.361868,-0.000382,0.000537,0.000473
